,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt,,low,,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt
329,,,結びつける,11,テロ,79,,,,,329,,,申し入れる,8,把握,49,,
330,,,通う,11,大統領,79,,,,,330,,,考え抜く,8,緊密,49,,
331,,,たつ,11,最初,79,,,,,331,,,回す,8,引上げ,49,,
332,,,襲う,11,利益,78,,,,,332,,,ぶれる,8,始め,49,,
333,,,込む,11,デフレ脱却,77,,,,,333,,,追いつく,7,範囲,49,,
334,,,もらえる,11,個人,77,,,,,334,,,とめる,7,権利,49,,
335,,,食べる,11,沖縄,77,,,,,335,,,過ごす,7,武力行使,49,,
336,,,思い切る,11,人口,77,,,,,336,,,まとめる,7,達成,49,,
337,,,困る,11,国益,76,,,,,337,,,つかむ,7,消費,48,,
338,,,尽きる,11,設置,76,,,,,338,,,すぐれる,7,困難,48,,
339,,,撃つ,11,協議,76,,,,,339,,,申す,7,収益,48,,
340,,,課す,11,言葉,76,,,,,340,,,出せる,7,今般,48,,
341,,,奪う,11,生命,76,,,,,341,,,込める,7,真摯,48,,
342,,,貫く,11,法制,76,,,,,342,,,つなぐ,7,消費者,48,,
343,,,とめる,11,各党,76,,,,,343,,,削る,7,懸念,48,,
344,,,受け取る,10,米軍,75,,,,,344,,,尊ぶ,7,政治,47,,
345,,,詰める,10,展開,75,,,,,345,,,立てる,7,軽減,47,,
346,,,引き出す,10,達成,75,,,,,346,,,携える,7,小規模,47,,
347,,,助ける,10,継続,75,,,,,347,,,移す,7,拡充,47,,
348,,,講ずる,10,国々,75,,,,,348,,,委ねる,7,従来,47,,
349,,,強いる,10,権利,75,,,,,349,,,かねる,7,人口,47,,
350,,,分かつ,10,徹底,75,,,,,350,,,刻む,7,発効,46,,
351,,,割く,10,あり方,74,,,,,351,,,当てはまる,7,改定,46,,
352,,,位置づける,10,枠組み,74,,,,,352,,,当てはめる,7,追求,46,,
353,,,近づく,10,価格,74,,,,,353,,,困る,7,トランプ大統領,46,,
354,,,積み上げる,10,開発,74,,,,,354,,,突っ込む,7,人達,46,,
355,,,なれる,10,委員会,74,,,,,355,,,義務づける,7,紹介,45,,
356,,,組む,10,発信,73,,,,,356,,,触れる,7,あり方,45,,
357,,,あらわす,10,税制,73,,,,,357,,,払う,7,重要性,45,,
358,,,伸ばす,10,主導,73,,,,,358,,,慎む,7,中身,45,,
359,,,達す,10,実質,73,,,,,359,,,賄う,7,一部,45,,
360,,,支払う,10,民間,73,,,,,360,,,取り残す,6,教育,45,,
361,,,流す,10,改定,73,,,,,361,,,学ぶ,6,事案,45,,
362,,,働ける,10,日本銀行,72,,,,,362,,,もらえる,6,共同,45,,
363,,,信じる,10,姿勢,72,,,,,363,,,なれる,6,未来,45,,
364,,,助け合う,10,信頼,72,,,,,364,,,引く,6,以外,44,,
365,,,きめる,10,平和条約,72,,,,,365,,,優れる,6,減少,44,,
366,,,排す,10,報告,72,,,,,366,,,生まれ変わる,6,万人,44,,
367,,,切れる,10,市場,71,,,,,367,,,長引く,6,会議,44,,
368,,,立ち向かう,10,万全,71,,,,,368,,,占める,6,省庁,44,,
369,,,すぎる,10,収入,71,,,,,369,,,併せる,6,最初,44,,
370,,,かなえる,10,部隊,71,,,,,370,,,交わす,6,指導,44,,
371,,,刻む,9,抑止力,71,,,,,371,,,扱う,6,暮らし,44,,
372,,,頼る,9,みずから,71,,,,,372,,,成し遂げる,6,示し,44,,
373,,,突っ込む,9,一人,70,,,,,373,,,つける,6,子供達,44,,
374,,,侵す,9,事案,70,,,,,374,,,逃れる,6,防止,44,,
375,,,解く,9,お互い,70,,,,,375,,,動き出す,6,法整備,44,,
376,,,眠る,9,相手,70,,,,,376,,,振れる,6,市場,44,,
377,,,引っ張る,9,ども,70,,,,,377,,,課する,6,やり取り,44,,
378,,,及ぼす,9,国家,70,,,,,378,,,走る,6,活力,44,,
379,,,かわる,9,創設,70,,,,,379,,,顧みる,6,内閣,43,,
380,,,欠く,9,危険,70,,,,,380,,,準ずる,6,補正予算,43,,
381,,,見せる,9,返還,70,,,,,381,,,解す,6,基地,43,,
382,,,闘う,9,限度,70,,,,,382,,,保つ,6,徹底,43,,
383,,,傷つける,9,丁寧,70,,,,,383,,,握る,6,会合,43,,
384,,,扱う,9,予定,69,,,,,384,,,犯す,6,変更,43,,
385,,,あおる,9,緊密,69,,,,,385,,,返す,6,過程,43,,
386,,,掛かる,9,総理,69,,,,,386,,,滞る,6,一番,43,,
387,,,抱き締める,9,ミサイル,69,,,,,387,,,押し上げる,6,民間,42,,
388,,,育つ,9,正社員,69,,,,,388,,,携わる,6,外国,42,,
389,,,位置付ける,9,変更,69,,,,,389,,,下ろす,6,一年,42,,
390,,,導く,9,要請,68,,,,,390,,,揺るぐ,6,民主党政権,42,,
391,,,優れる,9,子供達,68,,,,,391,,,売る,5,情勢,42,,
392,,,立ち止まる,9,各国,68,,,,,392,,,立ち戻る,5,管理,42,,
393,,,しゃべる,9,最大,68,,,,,393,,,参る,5,総理大臣,42,,
394,,,乗り越える,9,雇用者,68,,,,,394,,,頼る,5,条件,42,,
395,,,強める,9,派遣労働者,68,,,,,395,,,付す,5,任務,42,,
396,,,使える,9,野党,68,,,,,396,,,寄せる,5,米軍,42,,
397,,,当てはめる,9,存在,67,,,,,397,,,分ける,5,循環,42,,
398,,,やり遂げる,9,直接,67,,,,,398,,,遭う,5,脅威,42,,
399,,,見出す,9,成長戦略,67,,,,,399,,,罰する,5,策定,42,,
400,,,明け暮れる,9,一番,67,,,,,400,,,やじる,5,信頼関係,42,,
401,,,断る,8,一致,67,,,,,401,,,戦う,5,農業者,42,,
402,,,またがる,8,家庭,67,,,,,402,,,聞こえる,5,場所,42,,
403,,,先立つ,8,共同,67,,,,,403,,,まとまる,5,保護主義,42,,
404,,,すぐれる,8,移設,67,,,,,404,,,行き交う,5,物価,42,,
405,,,たっとぶ,8,結論,67,,,,,405,,,存じ上げる,5,義務,41,,
406,,,終える,8,戦闘,66,,,,,406,,,戻れる,5,民主主義,41,,
407,,,外れる,8,防災,66,,,,,407,,,育む,5,建設,41,,
408,,,表する,8,ニーズ,66,,,,,408,,,疑う,5,憲法改正,41,,
409,,,取り入れる,8,保育,66,,,,,409,,,話し合う,5,処罰,41,,
410,,,返す,8,患者,66,,,,,410,,,排す,5,供給,41,,
411,,,産む,8,安保法制懇,66,,,,,411,,,行き渡る,5,づくり,40,,
412,,,こびりつく,8,意思,65,,,,,412,,,借りる,5,指定,40,,
413,,,描く,8,慎重,65,,,,,413,,,説く,5,存在,40,,
414,,,飛ばす,8,手続,65,,,,,414,,,乗せる,5,経営,40,,
415,,,ねじ曲げる,8,基盤,65,,,,,415,,,押し切る,5,等々,40,,
416,,,流れる,8,戦後,65,,,,,416,,,落ち込む,5,豊か,40,,
417,,,確かめる,8,協定,65,,,,,417,,,挑む,5,弾道ミサイル,40,,
418,,,呼びかける,8,施設,65,,,,,418,,,見つかる,5,批准,40,,
419,,,選べる,8,名目,65,,,,,419,,,適す,5,不可欠,40,,
420,,,とまる,8,Abenomics,65,,,,,420,,,伝わる,5,法人,39,,
421,,,申し述べる,8,平和安全法制,65,,,,,421,,,相次ぐ,5,日本人,39,,
422,,,凝らす,8,検証,65,,,,,422,,,渡る,5,移設,39,,
423,,,携える,8,憲法改正,64,,,,,423,,,組む,5,お願い,39,,
424,,,思い出す,8,世代,64,,,,,424,,,でき上がる,5,自治体,39,,
425,,,見極める,8,以外,64,,,,,425,,,放つ,5,枠組み,39,,
426,,,揺るがす,8,原発,64,,,,,426,,,積む,5,根底,39,,
427,,,かねる,8,指示,64,,,,,427,,,懸ける,5,整理,39,,
428,,,耐える,7,外国,64,,,,,428,,,託す,5,圧力,39,,
429,,,整う,7,拡充,64,,,,,429,,,かなえる,5,慎重,39,,
430,,,取り込む,7,基地,64,,,,,430,,,暮らす,5,農林水産業,39,,
431,,,行き交う,7,後方支援,64,,,,,431,,,推し進める,5,ミサイル,39,,
432,,,培う,7,活性化,64,,,,,432,,,確かめる,5,会計検査院,39,,
433,,,分ける,7,思い,63,,,,,433,,,成る,5,生産性,39,,
434,,,出せる,7,避難,63,,,,,434,,,酌む,5,展開,38,,
435,,,発する,7,積極,63,,,,,435,,,生む,5,経済成長,38,,
436,,,落ち込む,7,首脳,63,,,,,436,,,立ち向かう,5,検証,38,,
437,,,従う,7,生産性,63,,,,,437,,,崩れる,5,例外,38,,
438,,,下す,7,供給,62,,,,,438,,,かち取る,5,対話,38,,
439,,,行き渡る,7,万人,62,,,,,439,,,課す,5,訓練,38,,
440,,,さらす,7,主張,62,,,,,440,,,強いる,5,難病,38,,
441,,,参る,7,働き方改革,62,,,,,441,,,とどめる,5,経済圏,38,,
442,,,当てる,7,訪問,62,,,,,442,,,取り組める,5,指示,38,,
443,,,つくれる,7,弾道ミサイル,61,,,,,443,,,振る舞う,5,避難,38,,
444,,,殺す,7,確実,61,,,,,444,,,終える,5,か国,38,,
445,,,立ちすくむ,7,規定,61,,,,,445,,,死ぬ,5,子供,38,,
446,,,義務付ける,7,抑制,60,,,,,446,,,なさる,5,現実,38,,
447,,,開ける,7,方向,60,,,,,447,,,かみ合う,5,作業,38,,
448,,,誤る,7,豊か,60,,,,,448,,,効く,5,我が国の存立,38,,
449,,,思える,7,関連,60,,,,,449,,,返る,5,APEC,38,,
450,,,疑う,7,回復,60,,,,,450,,,貸す,4,パラリンピック,38,,
451,,,聞こえる,7,世帯,60,,,,,451,,,食う,4,反映,37,,
452,,,返る,7,指定,60,,,,,452,,,足りる,4,処遇,37,,
453,,,抱く,7,行政,60,,,,,453,,,まつ,4,総理,37,,
454,,,先駆ける,7,最小,60,,,,,454,,,添える,4,被災地,37,,
455,,,存じ上げる,7,研究,60,,,,,455,,,縛る,4,被害,37,,
456,,,報う,7,条件,59,,,,,456,,,反す,4,相当,37,,
457,,,逃げる,7,準備,59,,,,,457,,,かわる,4,基盤,37,,
458,,,止まる,7,給与,59,,,,,458,,,傷つける,4,基準,36,,
459,,,抜く,7,六月,59,,,,,459,,,就く,4,独立,36,,
460,,,反す,6,アメリカ,59,,,,,460,,,偏る,4,規定,36,,
461,,,削る,6,負担軽減,59,,,,,461,,,覚える,4,抑止力,36,,
462,,,成る,6,配慮,59,,,,,462,,,賜る,4,部隊,36,,
463,,,たがえる,6,両国,58,,,,,463,,,差し伸べる,4,動き,36,,
464,,,ぶつかる,6,持続,58,,,,,464,,,整う,4,若者,36,,
465,,,迫る,6,適用,58,,,,,465,,,上る,4,レベル,36,,
466,,,足りる,6,そのもの,58,,,,,466,,,食べる,4,二十一世紀,36,,
467,,,預かる,6,パラリンピック,58,,,,,467,,,踏む,4,働きかけ,36,,
468,,,愛する,6,戦争,58,,,,,468,,,はおる,4,率直,36,,
469,,,雇う,6,会談,58,,,,,469,,,かみしめる,4,同様,36,,
470,,,戻す,6,情勢,58,,,,,470,,,誤る,4,被災,36,,
471,,,渡す,6,経営,58,,,,,471,,,下す,4,リスク,36,,
472,,,犯す,6,大胆,58,,,,,472,,,属する,4,明白,36,,
473,,,押しつける,6,コメント,58,,,,,473,,,徹す,4,機雷,36,,
474,,,磨く,6,把握,57,,,,,474,,,飛ぶ,4,子育て,36,,
475,,,つまる,6,活力,57,,,,,475,,,尽きる,4,財政健全化,35,,
476,,,決めつける,6,健康,57,,,,,476,,,助ける,4,四月,35,,
477,,,届く,6,プーチン大統領,57,,,,,477,,,通る,4,競争,35,,
478,,,尊ぶ,6,労働者,57,,,,,478,,,導く,4,期間,35,,
479,,,褒める,6,完全,57,,,,,479,,,いらっしゃる,4,限定,35,,
480,,,撮る,6,概念,57,,,,,480,,,追い付く,4,適正,35,,
481,,,納める,6,チャンス,57,,,,,481,,,義務付ける,4,完全,35,,
482,,,つかむ,6,正規,57,,,,,482,,,落とす,4,地方創生,35,,
483,,,下回る,6,再就職,57,,,,,483,,,欠く,4,国会決議,35,,
484,,,絶つ,6,会派,57,,,,,484,,,絶つ,4,批判,35,,
485,,,外す,6,意欲,56,,,,,485,,,運ぶ,4,依存,34,,
486,,,成し遂げる,6,実態,56,,,,,486,,,雇う,4,脱却,34,,
487,,,携わる,6,迅速,56,,,,,487,,,育つ,4,活性化,34,,
488,,,忘れる,6,権限,56,,,,,488,,,背負う,4,想定,34,,
489,,,とらわれる,6,経済の好循環,56,,,,,489,,,害す,4,繁栄,34,,
490,,,達する,6,大切なこと,56,,,,,490,,,実る,4,価値,34,,
491,,,行き過ぎる,6,内閣,55,,,,,491,,,落ち着く,4,戦略的,34,,
492,,,逃れる,6,政治家,55,,,,,492,,,足る,4,移転,34,,
493,,,取り締まる,6,選挙,55,,,,,493,,,裏切る,4,絶対,34,,
494,,,取り扱う,6,整理,55,,,,,494,,,抜ける,4,原子力,34,,
495,,,挑む,6,中小,55,,,,,495,,,達す,3,実態,34,,
496,,,こうむる,6,お願い,55,,,,,496,,,通す,3,利用,34,,
497,,,売り込む,5,組織,55,,,,,497,,,振り向ける,3,限度,34,,
498,,,張る,5,不可欠,55,,,,,498,,,張る,3,化学兵器,34,,
499,,,似る,5,普天間,55,,,,,499,,,教える,3,制裁,34,,
500,,,降る,5,ガイドライン,55,,,,,500,,,倒れる,3,特別,34,,
501,,,縮む,5,法制局,55,,,,,501,,,重なる,3,持続,33,,
502,,,値する,5,民主主義,54,,,,,502,,,思える,3,普天間飛行場,33,,
503,,,きく,5,コスト,54,,,,,503,,,秘める,3,結論,33,,
504,,,固まる,5,献金,54,,,,,504,,,育てる,3,保険料,33,,
505,,,狙う,5,七月,54,,,,,505,,,繰り越す,3,多様,33,,
506,,,取り消す,5,稼働,54,,,,,506,,,たがえる,3,高位,33,,
507,,,伝わる,5,事情,54,,,,,507,,,洗い出す,3,インフラ,33,,
508,,,きかせる,5,レベル,54,,,,,508,,,役立てる,3,主導,33,,
509,,,頼む,5,積極的,54,,,,,509,,,表する,3,職員,33,,
510,,,見越す,5,経済成長,54,,,,,510,,,現れる,3,財務省,33,,
511,,,来す,5,武器,54,,,,,511,,,付する,3,二つ割り,33,,
512,,,つけ加える,5,憲法上,54,,,,,512,,,働ける,3,一人,33,,
513,,,そろう,5,公正,54,,,,,513,,,つくれる,3,事実上,32,,
514,,,争う,5,業務,54,,,,,514,,,抱き締める,3,日本経済,32,,
515,,,科す,5,拉致問題,54,,,,,515,,,動かす,3,開始,32,,
516,,,心がける,5,バランス,54,,,,,516,,,位置づける,3,産業,32,,
517,,,売る,5,復旧,53,,,,,517,,,使える,3,毎年,32,,
518,,,出かける,5,経営者,53,,,,,518,,,見舞う,3,転嫁,32,,
519,,,はおる,5,国連,53,,,,,519,,,抱く,3,再生可能エネルギー,32,,
520,,,住み慣れる,5,韓国,53,,,,,520,,,悩む,3,第一次,32,,
521,,,発す,5,安全性,53,,,,,521,,,惜しむ,3,提言,32,,
522,,,秘める,5,一日,53,,,,,522,,,加わる,3,団体,32,,
523,,,売れる,5,在り方,53,,,,,523,,,かえる,3,抑制,32,,
524,,,差し伸べる,5,難民,53,,,,,524,,,かち得る,3,程度,32,,
525,,,果たせる,5,法人税,53,,,,,525,,,去る,3,自衛,32,,
526,,,顧みる,5,移転,52,,,,,526,,,導き出す,3,憲法上,32,,
527,,,乗せる,5,個別的自衛権,52,,,,,527,,,堪える,3,幸福,32,,
528,,,営む,5,自国,52,,,,,528,,,黙る,3,名目,32,,
529,,,踏み出す,5,先生,52,,,,,529,,,被る,3,大切なこと,32,,
530,,,出会う,5,保険料,52,,,,,530,,,止まる,3,選択,32,,
531,,,割る,5,為替,52,,,,,531,,,おくれる,3,選挙,31,,
532,,,まつ,5,是正,52,,,,,532,,,分かれる,3,プラス,31,,
533,,,名づける,5,削減,51,,,,,533,,,値する,3,要望,31,,
534,,,探す,5,事実上,51,,,,,534,,,帰す,3,継続,31,,
535,,,したう,5,中身,51,,,,,535,,,閉じる,3,景気回復,31,,
536,,,恐れる,5,法人,51,,,,,536,,,助け合う,3,税制,31,,
537,,,おりる,5,両立,51,,,,,537,,,達する,3,公表,31,,
538,,,導き出す,5,密接,51,,,,,538,,,見出す,3,審査,31,,
539,,,載せる,5,ロシア,51,,,,,539,,,あおる,3,迅速,31,,
540,,,暮らせる,5,反映,51,,,,,540,,,殺す,3,表明,31,,
541,,,交える,5,実質賃金,51,,,,,541,,,命ずる,3,関連,31,,
542,,,揺るぐ,4,有効求人倍率,51,,,,,542,,,逃げる,3,家族,31,,
543,,,踏む,4,ことし,51,,,,,543,,,座す,3,警察,31,,
544,,,通す,4,東北,51,,,,,544,,,急ぐ,3,オバマ大統領,31,,
545,,,生かせる,4,想定,51,,,,,545,,,当てる,3,平和安全法制,31,,
546,,,送れる,4,最終的,51,,,,,546,,,おりる,3,最大,31,,
547,,,見詰める,4,解消,50,,,,,547,,,向く,3,成長戦略,30,,
548,,,寄せる,4,選択,50,,,,,548,,,のせる,3,野党,30,,
549,,,押し下げる,4,税率,50,,,,,549,,,買い入れる,3,障害,30,,
550,,,要す,4,重点,50,,,,,550,,,行ける,3,以来,30,,
551,,,呼びつける,4,景気回復,50,,,,,551,,,来す,3,配慮,30,,
552,,,振り向ける,4,キャリアアップ,50,,,,,552,,,隠す,3,速やか,30,,
553,,,あける,4,日本人,50,,,,,553,,,取り上げる,3,政労,30,,
554,,,追い込む,4,作成,50,,,,,554,,,たたく,3,勘案,30,,
555,,,浴びる,4,使用,50,,,,,555,,,利する,3,主張,30,,
556,,,なさる,4,派兵,50,,,,,556,,,解く,3,基本方針,30,,
557,,,妨げる,4,戦闘行為,50,,,,,557,,,付け入る,3,事故,30,,
558,,,追う,4,現状,50,,,,,558,,,揺るがす,3,極め手,30,,
559,,,振れる,4,平均,49,,,,,559,,,防げる,3,イノベーション,30,,
560,,,養う,4,真摯,49,,,,,560,,,科す,2,資料,30,,
561,,,わたる,4,輸入,49,,,,,561,,,要る,2,戦争,30,,
562,,,富む,4,当初,49,,,,,562,,,勝ち抜く,2,概念,30,,
563,,,救う,4,被災者,49,,,,,563,,,磨く,2,大企業,30,,
564,,,まとまる,4,代表,49,,,,,564,,,配る,2,国務大臣,30,,
565,,,結び付く,4,大幅,49,,,,,565,,,持ち込む,2,行政,30,,
566,,,辞める,4,パート,49,,,,,566,,,受け継ぐ,2,同意,30,,
567,,,勝ち抜く,4,実感,49,,,,,567,,,率いる,2,品目,30,,
568,,,ゆがめる,4,領土,49,,,,,568,,,祈る,2,人口減少,30,,
569,,,接す,4,彼ら,49,,,,,569,,,割れる,2,最小,30,,
570,,,守れる,4,政権交代,49,,,,,570,,,守れる,2,拉致被害者,30,,
571,,,動かす,4,交流,49,,,,,571,,,勝つ,2,全う,30,,
572,,,競い合う,4,辺野古,49,,,,,572,,,ぶつかる,2,賛成,30,,
573,,,耕す,4,機雷,49,,,,,573,,,産む,2,施設,30,,
574,,,則す,4,義務,49,,,,,574,,,おそれる,2,アジア,29,,
575,,,かみしめる,4,編成,48,,,,,575,,,踏み外す,2,歳出,29,,
576,,,教える,4,政党,48,,,,,576,,,住み慣れる,2,監視,29,,
577,,,課する,4,共通,48,,,,,577,,,ほかなる,2,PKO,29,,
578,,,命ずる,4,規模,48,,,,,578,,,楽しむ,2,負担軽減,29,,
579,,,生まれ変わる,4,共同声明,48,,,,,579,,,作れる,2,医療費,29,,
580,,,走る,4,警察,48,,,,,580,,,図れる,2,不断,29,,
581,,,押し上げる,4,過去,48,,,,,581,,,見出せる,2,深刻,29,,
582,,,突き破る,4,意義,48,,,,,582,,,振り返る,2,間違い,29,,
583,,,黙る,4,来年,48,,,,,583,,,遅れる,2,需要,29,,
584,,,覆う,4,日ロ,48,,,,,584,,,投げ込む,2,一日,29,,
585,,,偏る,4,発射,48,,,,,585,,,盛り上がる,2,残余,29,,
586,,,閉める,4,ゼロ,48,,,,,586,,,迫る,2,登壇,29,,
587,,,命じる,4,繰り返し,48,,,,,587,,,ためる,2,意欲,29,,
588,,,おくれる,4,要望,47,,,,,588,,,潜る,2,自ら,29,,
589,,,付く,4,防止,47,,,,,589,,,あらわれる,2,アフリカ,29,,
590,,,止める,4,循環,47,,,,,590,,,脱す,2,撤廃,29,,
591,,,傷つく,4,オリンピック,47,,,,,591,,,掘り起こす,2,削減,29,,
592,,,取りかかる,4,管理,47,,,,,592,,,ばらまく,2,大胆,28,,
593,,,長引く,4,同様,47,,,,,593,,,見きわめる,2,誤解,28,,
594,,,とどめる,4,報道,47,,,,,594,,,論ずる,2,Osprey,28,,
595,,,落ちつく,4,制限,47,,,,,595,,,打ち捨てる,2,作成,28,,
596,,,余る,4,動き,47,,,,,596,,,芽吹く,2,設備投資,28,,
597,,,揺らぐ,4,待遇,47,,,,,597,,,沸く,2,格差,28,,
598,,,痛む,4,執行,47,,,,,598,,,かさむ,2,何回,28,,
599,,,役立つ,4,長時間労働,47,,,,,599,,,広まる,2,再就職,28,,
600,,,立ち戻る,4,法的,47,,,,,600,,,突き破る,2,簡単,28,,
601,,,そろえる,4,簡単,46,,,,,601,,,飛び込む,2,そのもの,28,,
602,,,立ち直る,4,領海,46,,,,,602,,,駆け回る,2,思い,28,,
603,,,加わる,4,家族,46,,,,,603,,,乗り出す,2,三本の矢,28,,
604,,,考え直す,4,インフラ,46,,,,,604,,,選べる,2,危険性,28,,
605,,,差し引く,4,今年,46,,,,,605,,,羽ばたける,2,被災者,28,,
606,,,出し合う,4,普天間飛行場,46,,,,,606,,,洗う,2,除去,28,,
607,,,滞る,4,改正案,46,,,,,607,,,拭き取る,2,大綱,28,,
608,,,うる,4,効率化,46,,,,,608,,,挟む,2,比較,28,,
609,,,要る,4,運営,46,,,,,609,,,包む,2,決め,28,,
610,,,受け取れる,4,第一次,45,,,,,610,,,出かける,2,EU,28,,
611,,,だます,4,当たり,45,,,,,611,,,羽ばたく,2,捜査,28,,
