,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt
647,,,省く,2.0,被災者,28,,
648,,,跳ね返る,2.0,除去,28,,
649,,,引っ張る,2.0,大綱,28,,
650,,,赴く,2.0,比較,28,,
651,,,並ぶ,2.0,決め,28,,
652,,,はまる,2.0,EU,28,,
653,,,浴びる,2.0,捜査,28,,
654,,,余る,2.0,国会議員,27,,
655,,,頼む,2.0,東京,27,,
656,,,見逃す,2.0,積極的平和主義,27,,
657,,,見定める,2.0,強力,27,,
658,,,代わる,2.0,発足,27,,
659,,,付け加える,2.0,特定秘密保護法,27,,
660,,,先立つ,2.0,詳細,27,,
661,,,形作る,2.0,返還,27,,
662,,,生かせる,2.0,一丸,27,,
663,,,ついて行く,2.0,基礎年金,27,,
664,,,開ける,2.0,法的,27,,
665,,,恐れる,2.0,後押し,27,,
666,,,くじく,2.0,言葉,27,,
667,,,飛ばす,2.0,運営,27,,
668,,,発する,2.0,敬意,27,,
669,,,通れる,2.0,人事,27,,
670,,,唱える,2.0,獲得,27,,
671,,,相入れる,2.0,反対,27,,
672,,,盗む,2.0,周辺,27,,
673,,,収める,2.0,決算,27,,
674,,,遡る,2.0,きずな,27,,
675,,,致す,2.0,密接,27,,
676,,,崩す,2.0,売却,27,,
677,,,閉ざす,2.0,日中韓,27,,
678,,,記す,2.0,自由民主党,26,,
679,,,取り消す,2.0,少子高齢化,26,,
680,,,しかる,2.0,ゼロ,26,,
681,,,降る,2.0,キャリアアップ,26,,
682,,,取りかかる,2.0,機関,26,,
683,,,通う,2.0,東京オリンピック,26,,
684,,,熟す,2.0,黒字化,26,,
685,,,損ねる,2.0,デフレ脱却,26,,
686,,,心がける,2.0,視点,26,,
687,,,害する,2.0,共通,26,,
688,,,取り出す,2.0,施行,26,,
689,,,流す,2.0,労働者,26,,
690,,,覆う,2.0,ぶり,26,,
691,,,譲る,2.0,安全性,26,,
692,,,いかれる,2.0,家庭,26,,
693,,,かてる,2.0,効率化,26,,
694,,,会す,2.0,平均,26,,
695,,,組み入れる,2.0,コメント,26,,
696,,,立ち止まる,2.0,規模,26,,
697,,,押し付ける,2.0,委員長,26,,
698,,,積み立てる,2.0,農家,26,,
699,,,たたえる,2.0,予定,26,,
700,,,差し支える,2.0,見解,26,,
701,,,練る,2.0,保有,26,,
702,,,ひるむ,2.0,発射,26,,
703,,,見詰める,2.0,新三,26,,
704,,,切りかえる,2.0,大体,26,,
705,,,寄る,2.0,FTA,26,,
706,,,しゃべる,2.0,国際組織犯罪防止条約,26,,
707,,,よこす,2.0,懇談会,25,,
708,,,会える,2.0,いろいろ,25,,
709,,,切り取る,2.0,来年度,25,,
710,,,かかれる,2.0,選択肢,25,,
711,,,売れる,2.0,公明党,25,,
712,,,作り上げる,2.0,方向,25,,
713,,,がる,2.0,カ国,25,,
714,,,立ち行く,2.0,ASEAN,25,,
715,,,阻む,2.0,両立,25,,
716,,,こなす,2.0,一定,25,,
717,,,撃つ,2.0,市町村,25,,
718,,,興す,2.0,邦人,25,,
719,,,笑う,2.0,特定秘密,25,,
720,,,外す,2.0,紛争,25,,
721,,,試みる,2.0,どこ,25,,
722,,,取り調べる,2.0,みんな,25,,
723,,,踏みにじる,2.0,低減,25,,
724,,,買える,2.0,コスト,25,,
725,,,たじろぐ,2.0,ごと,25,,
726,,,取り扱う,2.0,有馬線,25,,
727,,,沈める,2.0,繰り返し,25,,
728,,,破る,2.0,衆議院,25,,
729,,,見せかける,2.0,自国,25,,
730,,,問い合わせる,2.0,中小,25,,
731,,,眠れる,1.0,スタート,25,,
732,,,押しつける,1.0,最終,25,,
733,,,割り出す,1.0,今年,25,,
734,,,見れる,1.0,確実,25,,
735,,,途絶える,1.0,歴史,25,,
736,,,漏れる,1.0,意見交換,25,,
737,,,買いたたく,1.0,報告書,25,,
738,,,負ける,1.0,うち,25,,
739,,,継ぐ,1.0,議会,25,,
740,,,おどかす,1.0,バランス,25,,
741,,,渡す,1.0,同盟国,25,,
742,,,祭る,1.0,スタンダード,25,,
743,,,結びつける,1.0,戦闘,25,,
744,,,目立つ,1.0,マクロ経済スライド,25,,
745,,,知らせる,1.0,二国間,24,,
746,,,銘じる,1.0,基礎的財政収支,24,,
747,,,仕える,1.0,過去,24,,
748,,,わたる,1.0,回復,24,,
749,,,恵まれる,1.0,武器,24,,
750,,,取り繕う,1.0,両国,24,,
751,,,降りる,1.0,気持ち,24,,
752,,,染み付く,1.0,精力的,24,,
753,,,徹する,1.0,廃止,24,,
754,,,評す,1.0,補助,24,,
755,,,学べる,1.0,経済政策,24,,
756,,,凝らす,1.0,プライマリーバランス,24,,
757,,,そらす,1.0,お金,24,,
758,,,発す,1.0,法令,24,,
759,,,ささげる,1.0,基本的人権,24,,
760,,,振り向く,1.0,犠牲,24,,
761,,,則す,1.0,住宅,24,,
762,,,案ずる,1.0,再建,24,,
763,,,くじける,1.0,設定,24,,
764,,,打ち破る,1.0,文化,24,,
765,,,しかける,1.0,さき,24,,
766,,,しみつく,1.0,復旧,24,,
767,,,禁ずる,1.0,健康,24,,
768,,,切り出す,1.0,適用,24,,
769,,,はかれる,1.0,傾向,24,,
770,,,気付かす,1.0,個別的自衛権,24,,
771,,,代える,1.0,今日,24,,
772,,,勝ち得る,1.0,自衛隊員,24,,
773,,,勇気づける,1.0,重大,24,,
774,,,気づく,1.0,関心,24,,
775,,,荒れる,1.0,トランプ,24,,
776,,,担ぐ,1.0,集団,24,,
777,,,うねる,1.0,低下,23,,
778,,,燃える,1.0,比率,23,,
779,,,飛び立つ,1.0,解消,23,,
780,,,危ぶむ,1.0,ども,23,,
781,,,適する,1.0,安全確保,23,,
782,,,つまる,1.0,辺野古,23,,
783,,,帯びる,1.0,実感,23,,
784,,,引っ込める,1.0,労使,23,,
785,,,服する,1.0,エネルギー政策,23,,
786,,,いつく,1.0,一貫,23,,
787,,,そろう,1.0,追加,23,,
788,,,える,1.0,十一月,23,,
789,,,駆け付ける,1.0,業務,23,,
790,,,引き揚げる,1.0,学校,23,,
791,,,令する,1.0,ニーズ,23,,
792,,,間違える,1.0,事情,23,,
793,,,襲う,1.0,昨年末,23,,
794,,,勝る,1.0,ふるさと,23,,
795,,,間に合う,1.0,防災,23,,
796,,,固まる,1.0,農地,23,,
797,,,接する,1.0,モデル,23,,
798,,,ぶつける,1.0,メリット,23,,
799,,,切り分ける,1.0,G7,23,,
800,,,振るう,1.0,柔軟,22,,
801,,,欠ける,1.0,積極的,22,,
802,,,根差す,1.0,挑戦,22,,
803,,,駆け寄る,1.0,編成,22,,
804,,,対する,1.0,拠点,22,,
805,,,埋め立てる,1.0,拡散,22,,
806,,,生まれ変われる,1.0,津々浦々,22,,
807,,,もうける,1.0,低所得,22,,
808,,,追う,1.0,緊急,22,,
809,,,追い越す,1.0,執行,22,,
810,,,つくろう,1.0,最終的,22,,
811,,,勝ち取る,1.0,同士,22,,
812,,,立ち込める,1.0,先生,22,,
813,,,たる,1.0,帰還,22,,
814,,,そびえ立つ,1.0,情報提供,22,,
815,,,はせる,1.0,分配,22,,
816,,,築ける,1.0,チーム,22,,
817,,,打ち切る,1.0,構造,22,,
818,,,見送る,1.0,現時点,22,,
819,,,こだわる,1.0,財産,22,,
820,,,あげる,1.0,資源,22,,
821,,,取り戻せる,1.0,現地,22,,
822,,,現す,1.0,確信,22,,
823,,,成す,1.0,背景,22,,
824,,,替わる,1.0,二つ,22,,
825,,,責める,1.0,堅持,22,,
826,,,うなずく,1.0,治安,22,,
827,,,弱める,1.0,連続,22,,
828,,,眺める,1.0,無償化,22,,
829,,,手がける,1.0,担保,22,,
830,,,なじむ,1.0,同盟関係,22,,
831,,,みえる,1.0,関税撤廃,22,,
832,,,巻き起こす,1.0,食品,22,,
833,,,治る,1.0,三年,21,,
834,,,挙がる,1.0,基軸,21,,
835,,,浮かぶ,1.0,首脳会議,21,,
836,,,諮る,1.0,課税,21,,
837,,,褒める,1.0,特定,21,,
838,,,耕す,1.0,関与,21,,
839,,,支払える,1.0,輸送,21,,
840,,,望める,1.0,動向,21,,
841,,,救い出す,1.0,取引,21,,
842,,,引き寄せる,1.0,マイナス,21,,
843,,,振り分ける,1.0,進展,21,,
844,,,巻き上げる,1.0,育成,21,,
845,,,突き落とす,1.0,個人,21,,
846,,,ゆがめる,1.0,公開,21,,
847,,,曲げる,1.0,平和国家,21,,
848,,,募る,1.0,収入,21,,
849,,,嫌う,1.0,電力,21,,
850,,,探る,1.0,三月,21,,
851,,,引き付ける,1.0,各種,21,,
852,,,恥じる,1.0,厳格,21,,
853,,,載せる,1.0,現状,21,,
854,,,背ける,1.0,事前,21,,
855,,,勤める,1.0,直面,21,,
856,,,辞める,1.0,徹底的,21,,
857,,,争う,1.0,安保理決議,21,,
858,,,送り出す,1.0,集中,21,,
859,,,見通せる,1.0,まま,21,,
860,,,しいる,1.0,最後,21,,
861,,,手渡す,1.0,領土,21,,
862,,,差し向ける,1.0,自衛権,21,,
863,,,取り運ぶ,1.0,領域,21,,
864,,,受入れる,1.0,拉致問題,21,,
865,,,調う,1.0,シリア,21,,
866,,,繰り上げる,1.0,ロシア,21,,
867,,,申し渡す,1.0,ポイント,21,,
868,,,見合わせる,1.0,蔓延,21,,
869,,,割く,1.0,保育,20,,
870,,,傾く,1.0,候補,20,,
871,,,はねる,1.0,応援,20,,
872,,,飲む,1.0,歩み,20,,
873,,,持ち合わせる,1.0,大規模,20,,
874,,,おろす,1.0,言及,20,,
875,,,借り上げる,1.0,私自身,20,,
876,,,乗り切る,1.0,沖縄県,20,,
877,,,組み直す,1.0,円滑,20,,
878,,,やれる,1.0,世帯,20,,
879,,,存じる,1.0,十二月,20,,
880,,,こうむる,1.0,違反,20,,
881,,,なぜる,1.0,外務大臣,20,,
882,,,抗する,1.0,違い,20,,
883,,,掘り下げる,1.0,リーダー,20,,
884,,,座り込む,1.0,確立,20,,
885,,,譲れる,1.0,前面,20,,
886,,,砕く,1.0,正確,20,,
887,,,怒る,1.0,就任,20,,
888,,,のむ,1.0,道州制,20,,
889,,,巡る,1.0,各党,20,,
890,,,倣う,1.0,支出,20,,
891,,,担える,1.0,稼働,20,,
892,,,要す,1.0,現行,20,,
893,,,取り崩す,1.0,振興,20,,
894,,,繰り入れる,1.0,土地,20,,
895,,,取り交わす,1.0,成長産業,20,,
896,,,欠かす,1.0,要求,20,,
897,,,消す,1.0,はず,20,,
898,,,出遅れる,1.0,研究,20,,
899,,,遅らす,1.0,払拭,20,,
900,,,踏み切れる,1.0,領海,20,,
901,,,おきる,1.0,過去最高,20,,
902,,,暮らせる,1.0,プーチン大統領,20,,
903,,,蓄える,1.0,派兵,20,,
904,,,叫ぶ,1.0,出席,20,,
905,,,割り引く,1.0,普天間,20,,
906,,,はじき出す,1.0,現役,20,,
907,,,割り戻す,1.0,農林水産,20,,
908,,,持ち越す,1.0,やりとり,20,,
909,,,差し引く,1.0,ドナルド・トランプ,20,,
910,,,行き過ぎる,1.0,国有地,20,,
911,,,申し込む,1.0,多数,19,,
912,,,立ち寄る,1.0,景気,19,,
913,,,着く,1.0,首相,19,,
914,,,明け暮れる,1.0,論点,19,,
915,,,辱める,1.0,相談,19,,
916,,,押さえる,1.0,一体化,19,,
917,,,示し合わす,1.0,知事,19,,
918,,,化す,1.0,次世代,19,,
919,,,納める,1.0,大幅,19,,
920,,,差し出す,1.0,非正規雇用,19,,
921,,,待ち望む,1.0,食料,19,,
922,,,そがれる,1.0,制限,19,,
923,,,強める,1.0,代表,19,,
924,,,遅らせる,1.0,総裁,19,,
925,,,空く,1.0,寄与,19,,
926,,,捨てる,1.0,地震,19,,
927,,,出回る,1.0,克服,19,,
928,,,接す,1.0,精神,19,,
929,,,ちゃう,1.0,静か,19,,
930,,,隠れる,1.0,経緯,19,,
931,,,放り込む,1.0,契機,19,,
932,,,帰れる,1.0,当局,19,,
933,,,見付ける,1.0,個々,19,,
934,,,広める,1.0,給与,19,,
935,,,手控える,1.0,長時間労働,19,,
936,,,勝てる,1.0,正社員,19,,
937,,,立ち上がる,1.0,約束,19,,
938,,,作り出す,1.0,専門家,19,,
939,,,したう,1.0,伸び,19,,
940,,,やり合う,1.0,メッセージ,19,,
941,,,くつろぐ,1.0,習近平,19,,
942,,,差す,1.0,早期発効,19,,
943,,,利く,1.0,普遍的価値,19,,
944,,,泳ぐ,1.0,南スーダン,19,,
945,,,くくる,1.0,ニューヨーク,19,,
946,,,打ち解ける,1.0,次期大統領,19,,
947,,,ひずむ,1.0,監視委員会,19,,
948,,,固める,1.0,組織犯罪,19,,
949,,,座る,1.0,公務員,18,,
950,,,強まる,1.0,会社,18,,
951,,,片付ける,1.0,受け入れ,18,,
952,,,定まる,1.0,両面,18,,
953,,,見渡す,1.0,事項,18,,
954,,,見かける,1.0,全部,18,,
955,,,震え上がる,1.0,考慮,18,,
956,,,湧く,1.0,日中,18,,
957,,,落とし込む,1.0,日韓,18,,
958,,,働かせる,1.0,助成,18,,
959,,,打って出る,1.0,たち,18,,
960,,,しめる,1.0,共通認識,18,,
961,,,天下る,1.0,効率,18,,
962,,,たくらむ,1.0,原子力規制委員会,18,,
963,,,乗っ取る,1.0,どれ,18,,
964,,,捕まえる,1.0,基本的価値,18,,
965,,,貸し出す,1.0,同盟,18,,
966,,,はらむ,1.0,検査,18,,
967,,,冷え込む,1.0,伝統,18,,
968,,,重んじる,1.0,会派,18,,
969,,,抑え込む,1.0,リーダーシップ,18,,
970,,,休む,1.0,存立,18,,
971,,,にらむ,1.0,住民,18,,
972,,,構える,1.0,適当,18,,
973,,,見合う,1.0,本来,18,,
974,,,閉める,1.0,最善,18,,
975,,,注ぐ,1.0,一方,18,,
976,,,光らせる,1.0,国民皆保険,18,,
977,,,免れる,1.0,閣僚,18,,
978,,,救う,1.0,権限,18,,
979,,,はやる,1.0,回答,18,,
980,,,形づくる,1.0,危機,18,,
981,,,撃ち込む,1.0,実質,18,,
982,,,冒す,1.0,テーマ,18,,
983,,,立ち直る,1.0,農政,18,,
984,,,まえる,1.0,分担,18,,
985,,,過つ,1.0,必要性,18,,
986,,,はばかる,1.0,都道府県,18,,
987,,,つかう,1.0,ガス,18,,
988,,,吹かす,1.0,排除,18,,
989,,,打てる,1.0,未然,18,,
990,,,投じる,1.0,以下,18,,
991,,,切り離す,1.0,相対的貧困率,18,,
992,,,引き落とす,1.0,籠池,18,,
993,,,叱る,1.0,二人,17,,
994,,,結論づける,1.0,待機児童,17,,
995,,,返せる,1.0,政党,17,,
996,,,すれる,1.0,半減,17,,
997,,,差し挟む,1.0,緩和,17,,
998,,,絞り込む,1.0,昨日,17,,
999,,,酔っぱらう,1.0,税率,17,,
1000,,,稼ぐ,1.0,官邸,17,,
1001,,,欺く,1.0,集約,17,,
1002,,,あらしめる,1.0,交流,17,,
1003,,,くぐり抜ける,1.0,子育て支援,17,,
1004,,,狙う,1.0,プラン,17,,
1005,,,見通す,1.0,発表,17,,
1006,,,据え置く,1.0,有効求人倍率,17,,
1007,,,営む,1.0,雰囲気,17,,
1008,,,歩く,1.0,固定,17,,
1009,,,断つ,1.0,政治家,17,,
1010,,,結びつく,1.0,経済活動,17,,
1011,,,満つ,1.0,ミックス,17,,
1012,,,愛する,1.0,今度,17,,
1013,,,案じる,1.0,経済状況,17,,
1014,,,戦える,1.0,自立,17,,
1015,,,打ち勝つ,1.0,事例,17,,
1016,,,つめる,1.0,累次,17,,
1017,,,呼べる,1.0,平和条約,17,,
1018,,,踏み込む,1.0,安全保障の法的基盤の再構築に関する懇談会,17,,
1019,,,断ち切る,1.0,決断,17,,
1020,,,持ち寄る,1.0,参議院,17,,
1021,,,つぎ込む,1.0,基礎,17,,
1022,,,抜け出せる,1.0,見通し,17,,
1023,,,てる,1.0,完了,17,,
1024,,,感じ取る,1.0,海外展開,17,,
1025,,,推し量る,1.0,問題意識,17,,
1026,,,すねる,1.0,誇り,17,,
1027,,,申し述べる,1.0,自信,17,,
1028,,,退く,1.0,年齢,17,,
1029,,,出し合う,1.0,有意義,17,,
1030,,,押す,1.0,新設,17,,
1031,,,のみ込む,1.0,謙虚,17,,
1032,,,呼び起こす,1.0,十月,17,,
1033,,,絶する,1.0,魅力,17,,
1034,,,痩せる,1.0,担い手,17,,
1035,,,直す,1.0,前進,17,,
1036,,,称する,1.0,担当大臣,17,,
1037,,,吐く,1.0,世界経済,17,,
1038,,,聴く,1.0,予断,17,,
1039,,,度重なる,1.0,高度,17,,
1040,,,憤る,1.0,国家公務員,17,,
1041,,,とかす,1.0,保険,17,,
1042,,,織る,1.0,障害者,17,,
1043,,,交ぜる,1.0,システム,17,,
1044,,,はかる,1.0,全般,17,,
1045,,,おさめる,1.0,要素,17,,
1046,,,振り回す,1.0,法制,17,,
1047,,,預ける,1.0,七月,17,,
1048,,,ことほぐ,1.0,患者,17,,
1049,,,裁く,1.0,所得代替率,17,,
1050,,,覆る,1.0,採決,17,,
1051,,,,,現職,16,,
1052,,,,,議長,16,,
1053,,,,,有識者,16,,
1054,,,,,都市,16,,
1055,,,,,電話会談,16,,
1056,,,,,競争力,16,,
1057,,,,,規制改革,16,,
1058,,,,,保障,16,,
1059,,,,,責任者,16,,
1060,,,,,チェック,16,,
1061,,,,,割合,16,,
1062,,,,,非正規,16,,
1063,,,,,教訓,16,,
1064,,,,,大学,16,,
1065,,,,,一切,16,,
1066,,,,,諸国,16,,
1067,,,,,国境,16,,
1068,,,,,農村,16,,
1069,,,,,オープン,16,,
1070,,,,,アジア太平洋,16,,
1071,,,,,知的財産,16,,
1072,,,,,見込み,16,,
1073,,,,,核兵器,16,,
1074,,,,,個別具体,16,,
1075,,,,,大会,16,,
1076,,,,,なりわい,16,,
1077,,,,,自身,16,,
1078,,,,,心配,16,,
1079,,,,,外国人,16,,
1080,,,,,電気,16,,
1081,,,,,申請,16,,
1082,,,,,備え,16,,
1083,,,,,認定,16,,
1084,,,,,料金,16,,
1085,,,,,報道,16,,
1086,,,,,救出,16,,
1087,,,,,薬価,16,,
1088,,,,,働き方改革,16,,
1089,,,,,ペルー,16,,
1090,,,,,経済的,15,,
1091,,,,,その間,15,,
1092,,,,,双方,15,,
1093,,,,,当初,15,,
1094,,,,,悪化,15,,
1095,,,,,歳入,15,,
1096,,,,,総合的,15,,
1097,,,,,理由,15,,
1098,,,,,半分,15,,
1099,,,,,正規,15,,
1100,,,,,反省,15,,
1101,,,,,上限,15,,
1102,,,,,航空機,15,,
1103,,,,,文書,15,,
1104,,,,,制約,15,,
1105,,,,,つもり,15,,
1106,,,,,是正,15,,
1107,,,,,前倒し,15,,
1108,,,,,一つ一つ,15,,
1109,,,,,東日本大震災,15,,
1110,,,,,協力関係,15,,
1111,,,,,人権,15,,
1112,,,,,注目,15,,
1113,,,,,元気,15,,
1114,,,,,抜本,15,,
1115,,,,,グローバルな,15,,
1116,,,,,Abenomics,15,,
1117,,,,,使命,15,,
1118,,,,,大筋合意,15,,
1119,,,,,活発,15,,
1120,,,,,本部,15,,
1121,,,,,連立,15,,
1122,,,,,地方分権,15,,
1123,,,,,責務,15,,
1124,,,,,農協,15,,
1125,,,,,侵害,15,,
1126,,,,,基金,15,,
1127,,,,,参考,15,,
1128,,,,,許容,15,,
1129,,,,,受入れ,15,,
1130,,,,,表示,15,,
1131,,,,,海上保安庁,15,,
1132,,,,,歯止め,15,,
1133,,,,,明示,15,,
1134,,,,,部分,15,,
1135,,,,,大丈夫,15,,
1136,,,,,契約,15,,
1137,,,,,主席,15,,
1138,,,,,セーフガード,15,,
1139,,,,,体質,15,,
1140,,,,,経済連携協定,15,,
1141,,,,,クリントン,15,,
1142,,,,,財政検証,15,,
1143,,,,,履行,15,,
1144,,,,,加計学園,15,,
1145,,,,,証明,14,,
1146,,,,,発行,14,,
1147,,,,,経費,14,,
1148,,,,,重点,14,,
1149,,,,,総動員,14,,
1150,,,,,軽減税率,14,,
1151,,,,,国家戦略特区,14,,
1152,,,,,形成,14,,
1153,,,,,情報収集,14,,
1154,,,,,特性,14,,
1155,,,,,停止,14,,
1156,,,,,経営者,14,,
1157,,,,,適正化,14,,
1158,,,,,採択,14,,
1159,,,,,取得,14,,
1160,,,,,防衛省,14,,
1161,,,,,参拝,14,,
1162,,,,,日本政府,14,,
1163,,,,,容易,14,,
1164,,,,,二月,14,,
1165,,,,,公約,14,,
1166,,,,,経済大国,14,,
1167,,,,,処理,14,,
1168,,,,,工事,14,,
1169,,,,,本格,14,,
1170,,,,,長期,14,,
1171,,,,,留意,14,,
1172,,,,,抜本的,14,,
1173,,,,,公共,14,,
1174,,,,,省エネルギー,14,,
1175,,,,,表現,14,,
1176,,,,,独自,14,,
1177,,,,,事柄,14,,
1178,,,,,半年,14,,
1179,,,,,高齢,14,,
1180,,,,,一人一人,14,,
1181,,,,,注視,14,,
1182,,,,,明記,14,,
1183,,,,,公平,14,,
1184,,,,,不測,14,,
1185,,,,,飛行,14,,
1186,,,,,決議,14,,
1187,,,,,食の安全,14,,
1188,,,,,成功,14,,
1189,,,,,尊重,14,,
1190,,,,,創造,14,,
1191,,,,,片山,14,,
1192,,,,,時期,14,,
1193,,,,,一方的,14,,
1194,,,,,機運,14,,
1195,,,,,来年,14,,
1196,,,,,安保理,14,,
1197,,,,,健全,14,,
1198,,,,,自己,14,,
1199,,,,,是非,14,,
1200,,,,,昭和,14,,
1201,,,,,政府見解,14,,
1202,,,,,客観的,14,,
1203,,,,,コミットメント,14,,
1204,,,,,審議会,14,,
1205,,,,,打撃,14,,
1206,,,,,締約国,14,,
1207,,,,,発想,13,,
1208,,,,,候補者,13,,
1209,,,,,前回,13,,
1210,,,,,なんだろう,13,,
1211,,,,,第三者機関,13,,
1212,,,,,反動,13,,
1213,,,,,財務大臣,13,,
1214,,,,,パートナー,13,,
1215,,,,,外部,13,,
1216,,,,,大量破壊兵器,13,,
1217,,,,,関係者,13,,
1218,,,,,後方支援,13,,
1219,,,,,復興特別法人税,13,,
1220,,,,,経済界,13,,
1221,,,,,下請,13,,
1222,,,,,税金,13,,
1223,,,,,長年,13,,
1224,,,,,奨学金,13,,
1225,,,,,懇談,13,,
1226,,,,,みずから,13,,
1227,,,,,やじ,13,,
1228,,,,,妥結,13,,
1229,,,,,進め方,13,,
1230,,,,,インド,13,,
1231,,,,,東アジア,13,,
1232,,,,,人間,13,,
1233,,,,,エネルギー基本計画,13,,
1234,,,,,転換,13,,
1235,,,,,憲法審査会,13,,
1236,,,,,根幹,13,,
1237,,,,,厚生労働省,13,,
1238,,,,,職務,13,,
1239,,,,,終了,13,,
1240,,,,,最低賃金,13,,
1241,,,,,的確,13,,
1242,,,,,米国政府,13,,
1243,,,,,連絡,13,,
1244,,,,,中国側,13,,
1245,,,,,項目,13,,
1246,,,,,付加価値,13,,
1247,,,,,集積,13,,
1248,,,,,歓迎,13,,
1249,,,,,貧困,13,,
1250,,,,,恩恵,13,,
1251,,,,,日本銀行,13,,
1252,,,,,ちゅうちょ,13,,
1253,,,,,条文,13,,
1254,,,,,小売,13,,
1255,,,,,受け手,13,,
1256,,,,,合計,13,,
1257,,,,,試み,13,,
1258,,,,,訪日,13,,
1259,,,,,住まい,13,,
1260,,,,,教授,13,,
1261,,,,,自然災害,13,,
1262,,,,,ODA,13,,
1263,,,,,当事者,13,,
1264,,,,,戦闘行為,13,,
1265,,,,,幸せ,13,,
1266,,,,,構成,13,,
1267,,,,,五月,13,,
1268,,,,,指標,13,,
1269,,,,,である,13,,
1270,,,,,難民,13,,
1271,,,,,救命,13,,
1272,,,,,きょう,13,,
1273,,,,,民進党,13,,
1274,,,,,数値,13,,
1275,,,,,装備,13,,
1276,,,,,カット,13,,
1277,,,,,組織的犯罪,13,,
1278,,,,,共謀罪,13,,
1279,,,,,問い合わせ,13,,
1280,,,,,今治市,13,,
1281,,,,,夫人,13,,
1282,,,,,強靱,12,,
