,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt
634,,,引き継ぐ,3.0,オリンピック,47,,
635,,,据える,3.0,管理,47,,
636,,,あげる,3.0,同様,47,,
637,,,住める,3.0,報道,47,,
638,,,倒す,3.0,制限,47,,
639,,,切り込む,3.0,動き,47,,
640,,,引きつける,3.0,待遇,47,,
641,,,行ける,3.0,執行,47,,
642,,,省みる,3.0,長時間労働,47,,
643,,,連れる,3.0,法的,46,,
644,,,並べる,3.0,簡単,46,,
645,,,交わす,3.0,領海,46,,
646,,,見合う,3.0,家族,46,,
647,,,あく,3.0,インフラ,46,,
648,,,重なる,3.0,今年,46,,
649,,,取り払う,3.0,普天間飛行場,46,,
650,,,根差す,3.0,改正案,46,,
651,,,保つ,3.0,効率化,46,,
652,,,結びつく,3.0,運営,45,,
653,,,延ばす,3.0,第一次,45,,
654,,,害する,3.0,当たり,45,,
655,,,ささげる,3.0,脅威,45,,
656,,,赴く,3.0,絶対,45,,
657,,,閉ざす,3.0,速やか,44,,
658,,,補う,3.0,最終,44,,
659,,,埋め立てる,3.0,個別,44,,
660,,,冒す,3.0,競争,44,,
661,,,送り出す,3.0,総裁,44,,
662,,,懸ける,3.0,以来,44,,
663,,,祈る,3.0,必要性,44,,
664,,,強まる,3.0,住宅,44,,
665,,,乗じる,3.0,設備投資,44,,
666,,,生す,3.0,手段,44,,
667,,,収める,3.0,静か,44,,
668,,,打ち破る,3.0,健全,44,,
669,,,踏み切る,3.0,魅力,44,,
670,,,興す,3.0,避難計画,44,,
671,,,こだわる,3.0,直面,44,,
672,,,攻め込む,3.0,自衛,44,,
673,,,鈍る,3.0,応援,44,,
674,,,閉じる,3.0,保険,44,,
675,,,しかる,3.0,専門家,43,,
676,,,帰す,3.0,公表,43,,
677,,,いつく,3.0,法整備,43,,
678,,,喜ぶ,3.0,歩み,43,,
679,,,適す,3.0,こちら,43,,
680,,,怠る,3.0,払拭,43,,
681,,,構う,3.0,どこ,43,,
682,,,沈む,3.0,条約,43,,
683,,,泊まる,3.0,安保理決議,43,,
684,,,押さえる,3.0,担い手,43,,
685,,,唱える,3.0,高齢化,43,,
686,,,なじむ,3.0,繁栄,43,,
687,,,立ち会う,3.0,チャレンジ,43,,
688,,,まかれる,3.0,該当,43,,
689,,,間に合う,3.0,勘案,42,,
690,,,競う,3.0,発足,42,,
691,,,造る,3.0,経費,42,,
692,,,差し迫る,3.0,信頼関係,42,,
693,,,仕切る,3.0,追求,42,,
694,,,呼び込む,3.0,徹底的,42,,
695,,,徹す,3.0,原子力規制委員会,42,,
696,,,緩む,3.0,相当,42,,
697,,,買い上げる,3.0,金融政策,42,,
698,,,取り戻せる,3.0,市町村,42,,
699,,,現れる,3.0,同士,42,,
700,,,踏み込む,3.0,禁止,42,,
701,,,買い入れる,3.0,上限,42,,
702,,,注ぐ,3.0,範囲,42,,
703,,,欠ける,3.0,プライマリーバランス,42,,
704,,,架ける,3.0,か国,42,,
705,,,作り上げる,3.0,有識者,41,,
706,,,間違える,3.0,尊重,41,,
707,,,消す,3.0,ある意味,41,,
708,,,募る,3.0,緩和,41,,
709,,,ぶら下がる,3.0,アジア,41,,
710,,,ぶつける,2.0,決議,41,,
711,,,寄りかかる,2.0,基本方針,41,,
712,,,切り取れる,2.0,傾向,41,,
713,,,切りかえる,2.0,貿易,41,,
714,,,渡る,2.0,住民,41,,
715,,,引き下がる,2.0,知事,41,,
716,,,踏み込める,2.0,区域,41,,
717,,,属す,2.0,カ月,41,,
718,,,訳す,2.0,政労,41,,
719,,,づける,2.0,制約,41,,
720,,,曇る,2.0,誤解,41,,
721,,,役立てる,2.0,表明,41,,
722,,,組み立てる,2.0,挑戦,41,,
723,,,追い越す,2.0,紛争,41,,
724,,,放つ,2.0,格差,41,,
725,,,かる,2.0,使命,40,,
726,,,兼ねる,2.0,議長,40,,
727,,,害す,2.0,設定,40,,
728,,,借りる,2.0,大体,40,,
729,,,吹き飛ばす,2.0,不安,40,,
730,,,過ごす,2.0,さき,40,,
731,,,申し合わせる,2.0,たち,40,,
732,,,見過ごす,2.0,選択肢,40,,
733,,,言い渡す,2.0,競争力,40,,
734,,,垂れる,2.0,消費者,40,,
735,,,祭る,2.0,財産,40,,
736,,,なでる,2.0,八月,40,,
737,,,乗れる,2.0,気持ち,40,,
738,,,押す,2.0,視点,40,,
739,,,満ちる,2.0,利用,40,,
740,,,たたく,2.0,違い,40,,
741,,,申し出る,2.0,比較,40,,
742,,,置きかえる,2.0,考慮,40,,
743,,,結論づける,2.0,需要,40,,
744,,,あらわれる,2.0,比率,39,,
745,,,ちゃう,2.0,なんだろう,39,,
746,,,急ぐ,2.0,観光,39,,
747,,,形作る,2.0,お金,39,,
748,,,倒れる,2.0,学校,39,,
749,,,またぐ,2.0,原子力,39,,
750,,,贈る,2.0,ごと,39,,
751,,,致す,2.0,不断,39,,
752,,,心掛ける,2.0,公務員,39,,
753,,,聞ける,2.0,成功,39,,
754,,,繰り広げる,2.0,出席,39,,
755,,,効く,2.0,有馬線,39,,
756,,,盛り上がる,2.0,南スーダン,39,,
757,,,突き合わせる,2.0,伸び,39,,
758,,,逃す,2.0,進展,39,,
759,,,払える,2.0,人口減少,39,,
760,,,組み入れる,2.0,排除,39,,
761,,,調う,2.0,一丸,39,,
762,,,測る,2.0,国務大臣,39,,
763,,,解き放つ,2.0,過程,38,,
764,,,ひらめく,2.0,項目,38,,
765,,,聴く,2.0,リーダーシップ,38,,
766,,,とかす,2.0,歴史,38,,
767,,,作れる,2.0,オバマ大統領,38,,
768,,,重んじる,2.0,詳細,38,,
769,,,繰り越す,2.0,承認,38,,
770,,,省く,2.0,極め手,38,,
771,,,謹む,2.0,経済政策,38,,
772,,,遊べる,2.0,圧力,38,,
773,,,根付く,2.0,後押し,38,,
774,,,花開く,2.0,労使,38,,
775,,,浮かぶ,2.0,厳格,38,,
776,,,まねる,2.0,重要性,38,,
777,,,煮る,2.0,軍隊,38,,
778,,,阻む,2.0,来年度,38,,
779,,,打ち抜く,2.0,寄与,38,,
780,,,嘆く,2.0,子育て支援,38,,
781,,,見渡す,2.0,新三,38,,
782,,,懸かる,2.0,保育士,38,,
783,,,根づく,2.0,国会議員,37,,
784,,,おさめる,2.0,ベース,37,,
785,,,おこす,2.0,危険性,37,,
786,,,防げる,2.0,東日本大震災,37,,
787,,,楽しめる,2.0,寄附,37,,
788,,,折れる,2.0,電力,37,,
789,,,言い合う,2.0,再建,37,,
790,,,座る,2.0,限定,37,,
791,,,食う,2.0,過去最高,37,,
792,,,さかのぼる,2.0,均衡,37,,
793,,,積もる,2.0,経済状況,37,,
794,,,みなす,2.0,奨学金,37,,
795,,,休む,2.0,論理,37,,
796,,,おごる,2.0,法令,37,,
797,,,がる,2.0,残余,37,,
798,,,見送る,2.0,登壇,37,,
799,,,楽しむ,2.0,作業,36,,
800,,,上る,2.0,課税,36,,
801,,,案じる,2.0,信認,36,,
802,,,戒める,2.0,低下,36,,
803,,,つくりかえる,2.0,閣僚,36,,
804,,,出向く,2.0,一昨年,36,,
805,,,稼ぐ,2.0,決断,36,,
806,,,取り返す,2.0,特定,36,,
807,,,尽くせる,2.0,高位,36,,
808,,,ただす,2.0,透明性,36,,
809,,,植える,2.0,プラン,36,,
810,,,落ち着く,2.0,三年,36,,
811,,,迎え入れる,2.0,本人,36,,
812,,,恵まれる,2.0,待機児童,36,,
813,,,満つ,2.0,育成,36,,
814,,,替わる,2.0,流れ,36,,
815,,,見積もる,2.0,か月,36,,
816,,,遅らせる,2.0,根底,36,,
817,,,染み付く,2.0,G7,36,,
818,,,取り組める,2.0,判決,35,,
819,,,でき上がる,2.0,一定,35,,
820,,,律す,2.0,秘密,35,,
821,,,ちる,2.0,累次,35,,
822,,,分かれる,2.0,日本経済,35,,
823,,,こす,2.0,未来へ,35,,
824,,,言い張る,2.0,程度,35,,
825,,,考え出す,2.0,現地,35,,
826,,,記す,2.0,会合,35,,
827,,,仕上げる,2.0,約束,35,,
828,,,診る,2.0,確立,35,,
829,,,崩す,2.0,リーダー,35,,
830,,,こじつける,2.0,農業者,35,,
831,,,示せる,2.0,農林水産業,35,,
832,,,持ち寄る,2.0,要素,35,,
833,,,壊す,2.0,価値,35,,
834,,,接する,2.0,指導,35,,
835,,,ごまかす,2.0,まま,35,,
836,,,つなぐ,2.0,形成,35,,
837,,,志す,2.0,全う,35,,
838,,,飛び込む,2.0,難病,35,,
839,,,仕入れる,2.0,介護保険,35,,
840,,,凍える,2.0,大学,35,,
841,,,潤す,2.0,やじ,35,,
842,,,広める,2.0,幸せ,35,,
843,,,ゆがむ,2.0,職員,35,,
844,,,死ぬ,2.0,割合,34,,
845,,,しつける,2.0,負託,34,,
846,,,去る,2.0,長期,34,,
847,,,甘んじる,2.0,文化,34,,
848,,,立ちはだかる,2.0,知見,34,,
849,,,申し入れる,2.0,実情,34,,
850,,,にせる,2.0,確信,34,,
851,,,かわいがる,2.0,十二月,34,,
852,,,気に入る,2.0,なりわい,34,,
853,,,ほえる,2.0,メッセージ,34,,
854,,,建てる,2.0,現行,34,,
855,,,足る,2.0,四半期,34,,
856,,,漏らす,2.0,構造,34,,
857,,,動き回る,2.0,イージス艦,34,,
858,,,かえる,2.0,独立,34,,
859,,,悔やむ,2.0,会社,34,,
860,,,断つ,2.0,重大,34,,
861,,,揺れる,2.0,スタート,34,,
862,,,うたう,2.0,始め,34,,
863,,,語れる,2.0,自ら,34,,
864,,,ひく,2.0,支持,34,,
865,,,理解し合う,2.0,前進,33,,
866,,,暮れる,2.0,法改正,33,,
867,,,踏みにじる,2.0,三月,33,,
868,,,屈する,2.0,長官,33,,
869,,,とうとぶ,1.0,要因,33,,
870,,,おとしめる,1.0,懸念,33,,
871,,,集う,1.0,助成,33,,
872,,,分け合う,1.0,資金,33,,
873,,,買える,1.0,自分たち,33,,
874,,,譲れる,1.0,反対,33,,
875,,,繰り上げる,1.0,一貫,33,,
876,,,迷う,1.0,関与,33,,
877,,,締める,1.0,イノベーション,33,,
878,,,好む,1.0,ふるさと,33,,
879,,,施す,1.0,都道府県,33,,
880,,,絡める,1.0,自身,33,,
881,,,してやる,1.0,拠点,33,,
882,,,立て直す,1.0,自衛隊員,33,,
883,,,捨てる,1.0,自立,33,,
884,,,抜け出す,1.0,毎年,33,,
885,,,おろす,1.0,例外,33,,
886,,,落とせる,1.0,理念,33,,
887,,,射る,1.0,一体化,33,,
888,,,取り出す,1.0,治療,33,,
889,,,崩せる,1.0,補助,33,,
890,,,相入れる,1.0,状態,33,,
891,,,伸び悩む,1.0,参議院,33,,
892,,,抱え込む,1.0,チーム,33,,
893,,,味わう,1.0,特性,33,,
894,,,はぐくむ,1.0,相談,33,,
895,,,嫌がる,1.0,冷静,33,,
896,,,はじき出す,1.0,非正規雇用,33,,
897,,,閉じこもる,1.0,昭和,33,,
898,,,ついていける,1.0,人事,33,,
899,,,乗りかける,1.0,大串,32,,
900,,,生える,1.0,プロセス,32,,
901,,,洗い出す,1.0,個々,32,,
902,,,打てる,1.0,機関,32,,
903,,,比す,1.0,事項,32,,
904,,,かち取る,1.0,今度,32,,
905,,,息づく,1.0,基本的人権,32,,
906,,,映る,1.0,法の支配,32,,
907,,,映す,1.0,見通し,32,,
908,,,ほかなる,1.0,正確,32,,
909,,,育む,1.0,念頭,32,,
910,,,切り離す,1.0,農協,32,,
911,,,称す,1.0,被災,32,,
912,,,受け継ぐ,1.0,東京オリンピック,32,,
913,,,踏み切れる,1.0,審査,32,,
914,,,たえる,1.0,遵守,32,,
915,,,てる,1.0,除去,32,,
916,,,運び込む,1.0,拉致被害者,32,,
917,,,めく,1.0,駐留,32,,
918,,,付する,1.0,安保条約,32,,
919,,,勘ぐる,1.0,柔軟,32,,
920,,,与る,1.0,背景,32,,
921,,,へる,1.0,重視,32,,
922,,,触れ合う,1.0,外国人,32,,
923,,,打ち込む,1.0,国家公務員,32,,
924,,,まみれる,1.0,小学校,32,,
925,,,取り囲む,1.0,同一労働同一賃金,32,,
926,,,極める,1.0,認可,32,,
927,,,計る,1.0,予算委員会,31,,
928,,,知れる,1.0,一切,31,,
929,,,からめる,1.0,民主党,31,,
930,,,捕る,1.0,反動,31,,
931,,,劣る,1.0,注視,31,,
932,,,付け加える,1.0,再生可能エネルギー,31,,
933,,,役に立つ,1.0,構成,31,,
934,,,ためる,1.0,医療費,31,,
935,,,差しかかる,1.0,農地,31,,
936,,,慰める,1.0,私自身,31,,
937,,,いきる,1.0,津々浦々,31,,
938,,,乱れる,1.0,大企業,31,,
939,,,託す,1.0,近年,31,,
940,,,投げかける,1.0,適正,31,,
941,,,さらう,1.0,行政府,31,,
942,,,擁する,1.0,議会,31,,
943,,,成す,1.0,同盟,31,,
944,,,振り向く,1.0,明記,31,,
945,,,咲く,1.0,二人,31,,
946,,,引き起こす,1.0,赤字,31,,
947,,,膨れる,1.0,就労,31,,
948,,,付き合う,1.0,最高,31,,
949,,,助かる,1.0,理由,31,,
950,,,こもる,1.0,我が国の存立,31,,
951,,,縫う,1.0,お断り,31,,
952,,,やむを得る,1.0,見解,30,,
953,,,早める,1.0,衆議院,30,,
954,,,連ねる,1.0,発表,30,,
955,,,まいらせる,1.0,どれ,30,,
956,,,誇れる,1.0,深刻,30,,
957,,,勝ち残る,1.0,反省,30,,
958,,,結び付ける,1.0,国土,30,,
959,,,思い描く,1.0,開始,30,,
960,,,はかる,1.0,しよう,30,,
961,,,取り崩す,1.0,集積,30,,
962,,,こたえる,1.0,本来,30,,
963,,,触る,1.0,費用,30,,
964,,,立ち至る,1.0,積極的平和主義,30,,
965,,,思いやる,1.0,国連憲章,30,,
966,,,怒る,1.0,邦人,30,,
967,,,叱る,1.0,効率,30,,
968,,,推す,1.0,双方,30,,
969,,,継ぐ,1.0,就職,30,,
970,,,こじ開ける,1.0,金融緩和,30,,
971,,,おくる,1.0,防衛大臣,30,,
972,,,買いたたく,1.0,手法,30,,
973,,,痛めつける,1.0,優先,30,,
974,,,立ちどまる,1.0,創出,30,,
975,,,吹き込む,1.0,生きがい,30,,
976,,,見通す,1.0,敬意,30,,
977,,,慌てる,1.0,憲法審査会,30,,
978,,,掘り起こす,1.0,世界経済,30,,
979,,,かりる,1.0,切れ目,30,,
980,,,まぜる,1.0,首相,30,,
981,,,吹き払う,1.0,文部科学省,30,,
982,,,つき合う,1.0,金融,29,,
983,,,費やす,1.0,システム,29,,
984,,,押しかける,1.0,適当,29,,
985,,,あえぐ,1.0,公約,29,,
986,,,思い込む,1.0,国際的,29,,
987,,,問いただす,1.0,一人一人,29,,
988,,,偽る,1.0,どおり,29,,
989,,,待てる,1.0,リーマン・ショック,29,,
990,,,引っ込める,1.0,誇り,29,,
991,,,晴らす,1.0,制定,29,,
992,,,打ち切る,1.0,出来事,29,,
993,,,区切る,1.0,克服,29,,
994,,,飢える,1.0,数字,29,,
995,,,練る,1.0,財務大臣,29,,
996,,,見出せる,1.0,官民,29,,
997,,,途切れる,1.0,移民,29,,
998,,,組み立る,1.0,堅持,29,,
999,,,行き詰まる,1.0,反論,29,,
1000,,,浮かび上がる,1.0,先日,29,,
1001,,,おくらす,1.0,年内,29,,
1002,,,舞い込む,1.0,延期,29,,
1003,,,目掛ける,1.0,危害,29,,
1004,,,引き締める,1.0,当たり前,28,,
1005,,,絡む,1.0,廃止,28,,
1006,,,こなす,1.0,閣議,28,,
1007,,,のく,1.0,専門,28,,
1008,,,もす,1.0,二十一世紀,28,,
1009,,,刺さる,1.0,経済圏,28,,
1010,,,承る,1.0,低減,28,,
1011,,,奏す,1.0,働きかけ,28,,
1012,,,引き抜く,1.0,資源,28,,
1013,,,持ち直す,1.0,大規模,28,,
1014,,,やじる,1.0,関係者,28,,
1015,,,蓄える,1.0,動向,28,,
1016,,,見落とす,1.0,一年,28,,
1017,,,つかさどる,1.0,円滑,28,,
1018,,,思い返す,1.0,資産,28,,
1019,,,畏れる,1.0,病院,28,,
1020,,,勤める,1.0,少子高齢化,28,,
1021,,,収まる,1.0,進学,28,,
1022,,,拒む,1.0,自信,28,,
1023,,,立ち直れる,1.0,インド,28,,
1024,,,冷やす,1.0,安全確保,28,,
1025,,,打って出る,1.0,分の,28,,
1026,,,悲しむ,1.0,存立,28,,
1027,,,動ける,1.0,短縮,28,,
1028,,,鍛える,1.0,農家,28,,
1029,,,徹する,1.0,国民皆保険,28,,
1030,,,差し挟む,1.0,明白,28,,
1031,,,呼び出す,1.0,幸福,28,,
1032,,,裏切る,1.0,受動,28,,
1033,,,行かす,1.0,受給,28,,
1034,,,張りつく,1.0,申出で,28,,
1035,,,もたげる,1.0,自由貿易,28,,
1036,,,合わさる,1.0,同意,27,,
1037,,,ならす,1.0,方式,27,,
1038,,,雇える,1.0,外務大臣,27,,
1039,,,詰まる,1.0,一方,27,,
1040,,,思いとどまる,1.0,公明党,27,,
1041,,,使い分ける,1.0,国債,27,,
1042,,,いえる,1.0,経緯,27,,
1043,,,詰む,1.0,いつ,27,,
1044,,,長らえる,1.0,関税,27,,
1045,,,振りまく,1.0,いない,27,,
1046,,,やり返す,1.0,ポイント,27,,
1047,,,切り分ける,1.0,事故,27,,
1048,,,倣う,1.0,二国間,27,,
1049,,,考え抜く,1.0,障害,27,,
1050,,,会す,1.0,担当大臣,27,,
1051,,,語り合う,1.0,ポートフォリオ,27,,
1052,,,湧く,1.0,機動,27,,
1053,,,受け付ける,1.0,遂行,27,,
1054,,,切り替える,1.0,当該,27,,
1055,,,見回す,1.0,保障,27,,
1056,,,代える,1.0,先方,27,,
1057,,,探る,1.0,参拝,27,,
1058,,,剥がす,1.0,事例,27,,
1059,,,貼る,1.0,学生,27,,
1060,,,指さす,1.0,派遣会社,27,,
1061,,,着る,1.0,就業,27,,
1062,,,燃える,1.0,麻生,27,,
1063,,,投げる,1.0,病気,27,,
1064,,,負ける,1.0,受け皿,27,,
1065,,,酌む,1.0,やりとり,27,,
1066,,,消える,1.0,地方自治体,27,,
1067,,,仰ぐ,1.0,発効,27,,
1068,,,遅れる,1.0,大綱,27,,
1069,,,延びる,1.0,根本,27,,
1070,,,決す,1.0,一億総活躍社会,27,,
1071,,,貸す,1.0,時間外労働,27,,
1072,,,痛める,1.0,民進党,27,,
1073,,,慈しむ,1.0,集団安全保障,26,,
1074,,,かみ合う,1.0,新規,26,,
1075,,,ため込む,1.0,国民投票,26,,
1076,,,追い抜く,1.0,イメージ,26,,
1077,,,引き寄せる,1.0,指標,26,,
1078,,,頑張れる,1.0,余り,26,,
1079,,,採れる,1.0,五月,26,,
1080,,,送り届ける,1.0,自由民主党,26,,
1081,,,干す,1.0,しない,26,,
1082,,,捕れる,1.0,輸送,26,,
1083,,,あげつらう,1.0,である,26,,
1084,,,おくらせる,1.0,以下,26,,
1085,,,向く,1.0,特別,26,,
1086,,,はね返る,1.0,隣国,26,,
1087,,,芽生える,1.0,諸君,26,,
1088,,,感じ取る,1.0,全部,26,,
1089,,,引き締まる,1.0,過半数,26,,
1090,,,置きかわる,1.0,生活保護,26,,
1091,,,擬す,1.0,賛成,26,,
1092,,,かおる,1.0,推移,26,,
1093,,,試みる,1.0,半年,26,,
1094,,,生ずる,1.0,受け入れ,26,,
1095,,,挟む,1.0,道州制,26,,
1096,,,振り分ける,1.0,がん,26,,
1097,,,勇気づける,1.0,ロボット,26,,
1098,,,任じる,1.0,違反,26,,
1099,,,くみする,1.0,派遣先,26,,
1100,,,見定める,1.0,公平,25,,
1101,,,振り返る,1.0,実効,25,,
1102,,,築き上げる,1.0,集約,25,,
1103,,,おそれる,1.0,税金,25,,
1104,,,躍る,1.0,知恵,25,,
1105,,,はらむ,1.0,方向性,25,,
1106,,,締まる,1.0,最善,25,,
1107,,,聞き取る,1.0,三つ,25,,
1108,,,片づける,1.0,人生,25,,
1109,,,知らせる,1.0,厚生労働省,25,,
1110,,,さる,1.0,転換,25,,
1111,,,打ち立てる,1.0,住まい,25,,
1112,,,さびる,1.0,積立,25,,
1113,,,思い浮かべる,1.0,軌道,25,,
1114,,,封じ込める,1.0,提言,25,,
1115,,,準ずる,1.0,障害者,25,,
1116,,,騒ぎ立てる,1.0,侵害,25,,
1117,,,こまねく,1.0,核廃絶,25,,
1118,,,見習う,1.0,時期,25,,
1119,,,令する,1.0,担保,25,,
1120,,,ふざける,1.0,領空,25,,
1121,,,遮る,1.0,根拠,25,,
1122,,,そらす,1.0,言及,25,,
1123,,,見通せる,1.0,見識,25,,
1124,,,励む,1.0,資格,25,,
1125,,,習う,1.0,規制改革,25,,
1126,,,打ち勝つ,1.0,四島,25,,
1127,,,行き届く,1.0,都市,25,,
1128,,,定まる,1.0,強力,25,,
1129,,,えぐる,1.0,未然,25,,
1130,,,移り住む,1.0,独自,25,,
1131,,,稼げる,1.0,付加価値,25,,
1132,,,うがつ,1.0,二つ,25,,
1133,,,許せる,1.0,日々,25,,
1134,,,光らせる,1.0,草案,25,,
1135,,,扱える,1.0,停止,25,,
1136,,,禁ずる,1.0,正規雇用,25,,
1137,,,指せる,1.0,就任,25,,
1138,,,投げ捨てる,1.0,噴火,25,,
1139,,,くみ上げる,1.0,基礎的財政収支,24,,
1140,,,欠かす,1.0,公共事業,24,,
1141,,,破る,1.0,総合的,24,,
1142,,,空ける,1.0,最後,24,,
1143,,,引き付ける,1.0,一手,24,,
1144,,,住まう,1.0,本部,24,,
1145,,,貸し付ける,1.0,セーフティーネット,24,,
1146,,,欺く,1.0,地方公共団体,24,,
1147,,,追いやる,1.0,退席,24,,
1148,,,期する,1.0,警戒,24,,
1149,,,出迎える,1.0,一緒に,24,,
1150,,,存じる,1.0,施行,24,,
1151,,,臆する,1.0,北海道,24,,
1152,,,賄える,1.0,官邸,24,,
1153,,,くくる,1.0,適合,24,,
1154,,,紡ぐ,1.0,平和国家,24,,
1155,,,搾る,1.0,元手,24,,
1156,,,代わる,1.0,ケース,24,,
1157,,,くじける,1.0,データ,24,,
1158,,,せめぐ,1.0,職場,24,,
1159,,,望める,1.0,歳出,24,,
1160,,,くじく,1.0,ビジネス,24,,
1161,,,告げる,1.0,技能,24,,
1162,,,はう,1.0,EU,24,,
1163,,,担ぐ,1.0,九月,24,,
1164,,,勝ち取る,1.0,防護,24,,
1165,,,出回る,1.0,犯罪,24,,
1166,,,むける,1.0,各種,24,,
1167,,,負わす,1.0,要求,24,,
1168,,,食い違う,1.0,下請,24,,
1169,,,騒ぐ,1.0,官房長官,24,,
1170,,,憤る,1.0,沖縄県,24,,
1171,,,言わす,1.0,黒字化,24,,
1172,,,駆け付ける,1.0,名前,24,,
1173,,,併せ持つ,1.0,取引,24,,
1174,,,かく,1.0,支給,24,,
1175,,,取り残す,1.0,副大統領,24,,
1176,,,遅らす,1.0,自主,23,,
1177,,,配る,1.0,最高裁,23,,
1178,,,被る,1.0,根幹,23,,
1179,,,押し付ける,1.0,IR,23,,
1180,,,銘じる,1.0,戦略的,23,,
1181,,,のせる,1.0,率直,23,,
1182,,,ぶれる,1.0,精力的,23,,
1183,,,亡くす,1.0,お約束,23,,
