,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt,,
661,,,記す,2,大体,26,,,,
662,,,取り消す,2,FTA,26,,,,
663,,,しかる,2,国際組織犯罪防止条約,26,,,,
664,,,降る,2,懇談会,26,,,,
665,,,取りかかる,2,来年度,25,,,,
666,,,通う,2,選択肢,25,,,,
667,,,熟す,2,公明党,25,,,,
668,,,損ねる,2,方向,25,,,,
669,,,心がける,2,カ国,25,,,,
670,,,害する,2,ASEAN,25,,,,
671,,,取り出す,2,両立,25,,,,
672,,,流す,2,一定,25,,,,
673,,,覆う,2,市町村,25,,,,
674,,,譲る,2,邦人,25,,,,
675,,,いかれる,2,特定秘密,25,,,,
676,,,かてる,2,紛争,25,,,,
677,,,会す,2,低減,25,,,,
678,,,組み入れる,2,コスト,25,,,,
679,,,立ち止まる,2,有馬線,25,,,,
680,,,押し付ける,2,繰り返し,25,,,,
681,,,積み立てる,2,衆議院,25,,,,
682,,,たたえる,2,自国,25,,,,
683,,,差し支える,2,中小,25,,,,
684,,,練る,2,スタート,25,,,,
685,,,ひるむ,2,最終,25,,,,
686,,,見詰める,2,今年,25,,,,
687,,,切りかえる,2,確実,25,,,,
688,,,寄る,2,歴史,25,,,,
689,,,しゃべる,2,意見交換,25,,,,
690,,,よこす,2,報告書,25,,,,
691,,,会える,2,議会,25,,,,
692,,,切り取る,2,バランス,25,,,,
693,,,かかれる,2,同盟国,25,,,,
694,,,売れる,2,スタンダード,25,,,,
695,,,作り上げる,2,戦闘,25,,,,
696,,,がる,2,マクロ経済スライド,25,,,,
697,,,立ち行く,2,二国間,25,,,,
698,,,阻む,2,基礎的財政収支,24,,,,
699,,,こなす,2,過去,24,,,,
700,,,撃つ,2,回復,24,,,,
701,,,興す,2,武器,24,,,,
702,,,笑う,2,両国,24,,,,
703,,,外す,2,気持ち,24,,,,
704,,,試みる,2,精力的,24,,,,
705,,,取り調べる,2,廃止,24,,,,
706,,,踏みにじる,2,補助,24,,,,
707,,,買える,2,経済政策,24,,,,
708,,,たじろぐ,2,プライマリーバランス,24,,,,
709,,,取り扱う,2,お金,24,,,,
710,,,沈める,2,法令,24,,,,
711,,,破る,2,基本的人権,24,,,,
712,,,見せかける,2,犠牲,24,,,,
713,,,問い合わせる,1,住宅,24,,,,
714,,,眠れる,1,再建,24,,,,
715,,,押しつける,1,設定,24,,,,
716,,,割り出す,1,文化,24,,,,
717,,,見れる,1,さき,24,,,,
718,,,途絶える,1,復旧,24,,,,
719,,,漏れる,1,健康,24,,,,
720,,,買いたたく,1,適用,24,,,,
721,,,負ける,1,傾向,24,,,,
722,,,継ぐ,1,個別的自衛権,24,,,,
723,,,おどかす,1,今日,24,,,,
724,,,渡す,1,自衛隊員,24,,,,
725,,,祭る,1,重大,24,,,,
726,,,結びつける,1,関心,24,,,,
727,,,目立つ,1,トランプ,24,,,,
728,,,知らせる,1,集団,24,,,,
729,,,銘じる,1,低下,24,,,,
730,,,仕える,1,比率,23,,,,
731,,,わたる,1,解消,23,,,,
732,,,恵まれる,1,ども,23,,,,
733,,,取り繕う,1,安全確保,23,,,,
734,,,降りる,1,辺野古,23,,,,
735,,,染み付く,1,実感,23,,,,
736,,,徹する,1,労使,23,,,,
737,,,評す,1,エネルギー政策,23,,,,
738,,,学べる,1,一貫,23,,,,
739,,,凝らす,1,追加,23,,,,
740,,,そらす,1,十一月,23,,,,
741,,,発す,1,業務,23,,,,
742,,,ささげる,1,学校,23,,,,
743,,,振り向く,1,ニーズ,23,,,,
744,,,則す,1,事情,23,,,,
745,,,案ずる,1,昨年末,23,,,,
746,,,くじける,1,ふるさと,23,,,,
747,,,打ち破る,1,防災,23,,,,
748,,,しかける,1,農地,23,,,,
749,,,しみつく,1,モデル,23,,,,
750,,,禁ずる,1,メリット,23,,,,
751,,,切り出す,1,G7,23,,,,
752,,,はかれる,1,柔軟,23,,,,
753,,,気付かす,1,積極的,22,,,,
754,,,代える,1,挑戦,22,,,,
755,,,勝ち得る,1,編成,22,,,,
756,,,勇気づける,1,拠点,22,,,,
757,,,気づく,1,拡散,22,,,,
758,,,荒れる,1,津々浦々,22,,,,
759,,,担ぐ,1,低所得,22,,,,
760,,,うねる,1,緊急,22,,,,
761,,,燃える,1,執行,22,,,,
762,,,飛び立つ,1,最終的,22,,,,
763,,,危ぶむ,1,同士,22,,,,
764,,,適する,1,先生,22,,,,
765,,,つまる,1,帰還,22,,,,
766,,,帯びる,1,情報提供,22,,,,
767,,,引っ込める,1,分配,22,,,,
768,,,服する,1,チーム,22,,,,
769,,,いつく,1,構造,22,,,,
770,,,そろう,1,現時点,22,,,,
771,,,える,1,財産,22,,,,
772,,,駆け付ける,1,資源,22,,,,
773,,,引き揚げる,1,現地,22,,,,
774,,,令する,1,確信,22,,,,
775,,,間違える,1,背景,22,,,,
776,,,襲う,1,二つ,22,,,,
777,,,勝る,1,堅持,22,,,,
778,,,間に合う,1,治安,22,,,,
779,,,固まる,1,連続,22,,,,
780,,,接する,1,無償化,22,,,,
781,,,ぶつける,1,担保,22,,,,
782,,,切り分ける,1,同盟関係,22,,,,
783,,,振るう,1,関税撤廃,22,,,,
784,,,欠ける,1,食品,22,,,,
785,,,根差す,1,三年,22,,,,
786,,,駆け寄る,1,基軸,21,,,,
787,,,対する,1,首脳会議,21,,,,
788,,,埋め立てる,1,課税,21,,,,
789,,,生まれ変われる,1,特定,21,,,,
790,,,もうける,1,関与,21,,,,
791,,,追う,1,輸送,21,,,,
792,,,追い越す,1,動向,21,,,,
793,,,つくろう,1,取引,21,,,,
794,,,勝ち取る,1,マイナス,21,,,,
795,,,立ち込める,1,進展,21,,,,
796,,,たる,1,育成,21,,,,
797,,,そびえ立つ,1,個人,21,,,,
798,,,はせる,1,公開,21,,,,
799,,,築ける,1,平和国家,21,,,,
800,,,打ち切る,1,収入,21,,,,
801,,,見送る,1,電力,21,,,,
802,,,こだわる,1,三月,21,,,,
803,,,あげる,1,各種,21,,,,
804,,,取り戻せる,1,厳格,21,,,,
805,,,現す,1,現状,21,,,,
806,,,成す,1,事前,21,,,,
807,,,替わる,1,直面,21,,,,
808,,,責める,1,徹底的,21,,,,
809,,,うなずく,1,安保理決議,21,,,,
810,,,弱める,1,集中,21,,,,
811,,,眺める,1,最後,21,,,,
812,,,手がける,1,領土,21,,,,
813,,,なじむ,1,自衛権,21,,,,
814,,,みえる,1,領域,21,,,,
815,,,巻き起こす,1,拉致問題,21,,,,
816,,,治る,1,シリア,21,,,,
817,,,挙がる,1,ロシア,21,,,,
818,,,浮かぶ,1,ポイント,21,,,,
819,,,諮る,1,蔓延,21,,,,
820,,,褒める,1,保育,21,,,,
821,,,耕す,1,候補,20,,,,
822,,,支払える,1,応援,20,,,,
823,,,望める,1,歩み,20,,,,
824,,,救い出す,1,大規模,20,,,,
825,,,引き寄せる,1,言及,20,,,,
826,,,振り分ける,1,私自身,20,,,,
827,,,巻き上げる,1,沖縄県,20,,,,
828,,,突き落とす,1,円滑,20,,,,
829,,,ゆがめる,1,世帯,20,,,,
830,,,曲げる,1,十二月,20,,,,
831,,,募る,1,違反,20,,,,
832,,,嫌う,1,外務大臣,20,,,,
833,,,探る,1,リーダー,20,,,,
834,,,引き付ける,1,確立,20,,,,
835,,,恥じる,1,前面,20,,,,
836,,,載せる,1,正確,20,,,,
837,,,背ける,1,就任,20,,,,
838,,,勤める,1,道州制,20,,,,
839,,,辞める,1,各党,20,,,,
840,,,争う,1,支出,20,,,,
841,,,送り出す,1,稼働,20,,,,
842,,,見通せる,1,現行,20,,,,
843,,,しいる,1,振興,20,,,,
844,,,手渡す,1,土地,20,,,,
845,,,差し向ける,1,成長産業,20,,,,
846,,,取り運ぶ,1,要求,20,,,,
847,,,受入れる,1,研究,20,,,,
848,,,調う,1,払拭,20,,,,
849,,,繰り上げる,1,領海,20,,,,
850,,,申し渡す,1,過去最高,20,,,,
851,,,見合わせる,1,プーチン大統領,20,,,,
852,,,割く,1,派兵,20,,,,
853,,,傾く,1,出席,20,,,,
854,,,はねる,1,普天間,20,,,,
855,,,飲む,1,現役,20,,,,
856,,,持ち合わせる,1,農林水産,20,,,,
857,,,おろす,1,やりとり,20,,,,
858,,,借り上げる,1,ドナルド・トランプ,20,,,,
859,,,乗り切る,1,国有地,20,,,,
860,,,組み直す,1,多数,20,,,,
861,,,やれる,1,景気,19,,,,
862,,,存じる,1,首相,19,,,,
863,,,こうむる,1,論点,19,,,,
864,,,なぜる,1,相談,19,,,,
865,,,抗する,1,一体化,19,,,,
866,,,掘り下げる,1,知事,19,,,,
867,,,座り込む,1,次世代,19,,,,
868,,,譲れる,1,大幅,19,,,,
869,,,砕く,1,非正規雇用,19,,,,
870,,,怒る,1,食料,19,,,,
871,,,のむ,1,制限,19,,,,
872,,,巡る,1,代表,19,,,,
873,,,倣う,1,総裁,19,,,,
874,,,担える,1,寄与,19,,,,
875,,,要す,1,地震,19,,,,
876,,,取り崩す,1,克服,19,,,,
877,,,繰り入れる,1,精神,19,,,,
878,,,取り交わす,1,静か,19,,,,
879,,,欠かす,1,経緯,19,,,,
880,,,消す,1,契機,19,,,,
881,,,出遅れる,1,当局,19,,,,
882,,,遅らす,1,個々,19,,,,
883,,,踏み切れる,1,給与,19,,,,
884,,,おきる,1,長時間労働,19,,,,
885,,,暮らせる,1,正社員,19,,,,
886,,,蓄える,1,約束,19,,,,
887,,,叫ぶ,1,専門家,19,,,,
888,,,割り引く,1,伸び,19,,,,
889,,,はじき出す,1,メッセージ,19,,,,
890,,,割り戻す,1,習近平,19,,,,
891,,,持ち越す,1,早期発効,19,,,,
892,,,差し引く,1,普遍的価値,19,,,,
893,,,行き過ぎる,1,南スーダン,19,,,,
894,,,申し込む,1,ニューヨーク,19,,,,
895,,,立ち寄る,1,次期大統領,19,,,,
896,,,着く,1,監視委員会,19,,,,
897,,,明け暮れる,1,組織犯罪,19,,,,
898,,,辱める,1,公務員,19,,,,
899,,,押さえる,1,会社,18,,,,
900,,,示し合わす,1,受け入れ,18,,,,
901,,,化す,1,両面,18,,,,
902,,,納める,1,事項,18,,,,
903,,,差し出す,1,考慮,18,,,,
904,,,待ち望む,1,日中,18,,,,
905,,,そがれる,1,日韓,18,,,,
906,,,強める,1,助成,18,,,,
907,,,遅らせる,1,共通認識,18,,,,
908,,,空く,1,効率,18,,,,
909,,,捨てる,1,原子力規制委員会,18,,,,
910,,,出回る,1,基本的価値,18,,,,
911,,,接す,1,同盟,18,,,,
912,,,ちゃう,1,検査,18,,,,
913,,,隠れる,1,伝統,18,,,,
914,,,放り込む,1,会派,18,,,,
915,,,帰れる,1,リーダーシップ,18,,,,
916,,,見付ける,1,存立,18,,,,
917,,,広める,1,住民,18,,,,
918,,,手控える,1,適当,18,,,,
919,,,勝てる,1,本来,18,,,,
920,,,立ち上がる,1,最善,18,,,,
921,,,作り出す,1,一方,18,,,,
922,,,したう,1,国民皆保険,18,,,,
923,,,やり合う,1,閣僚,18,,,,
924,,,くつろぐ,1,権限,18,,,,
925,,,差す,1,回答,18,,,,
926,,,利く,1,危機,18,,,,
927,,,泳ぐ,1,実質,18,,,,
928,,,くくる,1,テーマ,18,,,,
929,,,打ち解ける,1,農政,18,,,,
930,,,ひずむ,1,分担,18,,,,
931,,,固める,1,必要性,18,,,,
932,,,座る,1,都道府県,18,,,,
933,,,強まる,1,ガス,18,,,,
934,,,片付ける,1,排除,18,,,,
935,,,定まる,1,未然,18,,,,
936,,,見渡す,1,相対的貧困率,18,,,,
937,,,見かける,1,籠池,18,,,,
938,,,震え上がる,1,二人,18,,,,
939,,,湧く,1,待機児童,17,,,,
940,,,落とし込む,1,政党,17,,,,
941,,,働かせる,1,半減,17,,,,
942,,,打って出る,1,緩和,17,,,,
943,,,しめる,1,昨日,17,,,,
944,,,天下る,1,税率,17,,,,
945,,,たくらむ,1,官邸,17,,,,
946,,,乗っ取る,1,集約,17,,,,
947,,,捕まえる,1,交流,17,,,,
948,,,貸し出す,1,子育て支援,17,,,,
949,,,はらむ,1,プラン,17,,,,
950,,,冷え込む,1,発表,17,,,,
951,,,重んじる,1,有効求人倍率,17,,,,
952,,,抑え込む,1,雰囲気,17,,,,
953,,,休む,1,固定,17,,,,
954,,,にらむ,1,政治家,17,,,,
955,,,構える,1,経済活動,17,,,,
956,,,見合う,1,ミックス,17,,,,
957,,,閉める,1,今度,17,,,,
958,,,注ぐ,1,経済状況,17,,,,
959,,,光らせる,1,自立,17,,,,
960,,,免れる,1,事例,17,,,,
961,,,救う,1,累次,17,,,,
962,,,はやる,1,平和条約,17,,,,
963,,,形づくる,1,安全保障の法的基盤の再構築に関する懇談会,17,,,,
964,,,撃ち込む,1,決断,17,,,,
965,,,冒す,1,参議院,17,,,,
966,,,立ち直る,1,基礎,17,,,,
967,,,まえる,1,見通し,17,,,,
968,,,過つ,1,完了,17,,,,
969,,,はばかる,1,海外展開,17,,,,
970,,,つかう,1,問題意識,17,,,,
971,,,吹かす,1,誇り,17,,,,
972,,,打てる,1,自信,17,,,,
973,,,投じる,1,年齢,17,,,,
974,,,切り離す,1,有意義,17,,,,
975,,,引き落とす,1,新設,17,,,,
976,,,叱る,1,謙虚,17,,,,
977,,,結論づける,1,十月,17,,,,
978,,,返せる,1,魅力,17,,,,
979,,,すれる,1,担い手,17,,,,
980,,,差し挟む,1,前進,17,,,,
981,,,絞り込む,1,担当大臣,17,,,,
982,,,酔っぱらう,1,世界経済,17,,,,
983,,,稼ぐ,1,予断,17,,,,
984,,,欺く,1,高度,17,,,,
985,,,あらしめる,1,国家公務員,17,,,,
986,,,くぐり抜ける,1,保険,17,,,,
987,,,狙う,1,障害者,17,,,,
988,,,見通す,1,システム,17,,,,
989,,,据え置く,1,全般,17,,,,
990,,,営む,1,要素,17,,,,
991,,,歩く,1,法制,17,,,,
992,,,断つ,1,七月,17,,,,
993,,,結びつく,1,患者,17,,,,
994,,,満つ,1,所得代替率,17,,,,
995,,,愛する,1,採決,17,,,,
996,,,案じる,1,現職,17,,,,
997,,,戦える,1,議長,16,,,,
998,,,打ち勝つ,1,有識者,16,,,,
999,,,つめる,1,都市,16,,,,
1000,,,呼べる,1,電話会談,16,,,,
1001,,,踏み込む,1,競争力,16,,,,
1002,,,断ち切る,1,規制改革,16,,,,
1003,,,持ち寄る,1,保障,16,,,,
1004,,,つぎ込む,1,責任者,16,,,,
1005,,,抜け出せる,1,チェック,16,,,,
1006,,,てる,1,割合,16,,,,
1007,,,感じ取る,1,非正規,16,,,,
1008,,,推し量る,1,教訓,16,,,,
1009,,,すねる,1,大学,16,,,,
1010,,,申し述べる,1,一切,16,,,,
1011,,,退く,1,諸国,16,,,,
1012,,,出し合う,1,国境,16,,,,
1013,,,押す,1,農村,16,,,,
1014,,,のみ込む,1,オープン,16,,,,
1015,,,呼び起こす,1,アジア太平洋,16,,,,
1016,,,絶する,1,知的財産,16,,,,
1017,,,痩せる,1,見込み,16,,,,
1018,,,直す,1,核兵器,16,,,,
1019,,,称する,1,個別具体,16,,,,
1020,,,吐く,1,大会,16,,,,
1021,,,聴く,1,なりわい,16,,,,
1022,,,度重なる,1,自身,16,,,,
1023,,,憤る,1,心配,16,,,,
1024,,,とかす,1,外国人,16,,,,
1025,,,織る,1,電気,16,,,,
1026,,,交ぜる,1,申請,16,,,,
1027,,,はかる,1,備え,16,,,,
1028,,,おさめる,1,認定,16,,,,
1029,,,振り回す,1,料金,16,,,,
1030,,,預ける,1,報道,16,,,,
1031,,,ことほぐ,1,救出,16,,,,
1032,,,裁く,1,薬価,16,,,,
1033,,,覆る,,働き方改革,16,,,,
1034,,,,,ペルー,16,,,,
1035,,,,,経済的,16,,,,
1036,,,,,その間,15,,,,
1037,,,,,双方,15,,,,
1038,,,,,当初,15,,,,
1039,,,,,悪化,15,,,,
1040,,,,,歳入,15,,,,
1041,,,,,総合的,15,,,,
1042,,,,,理由,15,,,,
1043,,,,,半分,15,,,,
1044,,,,,正規,15,,,,
1045,,,,,反省,15,,,,
1046,,,,,上限,15,,,,
1047,,,,,航空機,15,,,,
1048,,,,,文書,15,,,,
1049,,,,,制約,15,,,,
1050,,,,,つもり,15,,,,
1051,,,,,是正,15,,,,
1052,,,,,前倒し,15,,,,
1053,,,,,一つ一つ,15,,,,
1054,,,,,東日本大震災,15,,,,
1055,,,,,協力関係,15,,,,
1056,,,,,人権,15,,,,
1057,,,,,注目,15,,,,
1058,,,,,元気,15,,,,
1059,,,,,抜本,15,,,,
1060,,,,,グローバルな,15,,,,
1061,,,,,Abenomics,15,,,,
1062,,,,,使命,15,,,,
1063,,,,,大筋合意,15,,,,
1064,,,,,活発,15,,,,
1065,,,,,本部,15,,,,
1066,,,,,連立,15,,,,
1067,,,,,地方分権,15,,,,
1068,,,,,責務,15,,,,
1069,,,,,農協,15,,,,
1070,,,,,侵害,15,,,,
1071,,,,,基金,15,,,,
1072,,,,,参考,15,,,,
1073,,,,,許容,15,,,,
1074,,,,,受入れ,15,,,,
1075,,,,,表示,15,,,,
1076,,,,,海上保安庁,15,,,,
1077,,,,,歯止め,15,,,,
1078,,,,,明示,15,,,,
1079,,,,,部分,15,,,,
1080,,,,,大丈夫,15,,,,
1081,,,,,契約,15,,,,
1082,,,,,主席,15,,,,
1083,,,,,セーフガード,15,,,,
1084,,,,,体質,15,,,,
1085,,,,,経済連携協定,15,,,,
1086,,,,,クリントン,15,,,,
1087,,,,,財政検証,15,,,,
1088,,,,,履行,15,,,,
1089,,,,,加計学園,15,,,,
1090,,,,,証明,15,,,,
1091,,,,,発行,14,,,,
1092,,,,,経費,14,,,,
1093,,,,,重点,14,,,,
1094,,,,,総動員,14,,,,
1095,,,,,軽減税率,14,,,,
1096,,,,,国家戦略特区,14,,,,
1097,,,,,形成,14,,,,
1098,,,,,情報収集,14,,,,
1099,,,,,特性,14,,,,
1100,,,,,停止,14,,,,
1101,,,,,経営者,14,,,,
1102,,,,,適正化,14,,,,
1103,,,,,採択,14,,,,
1104,,,,,取得,14,,,,
1105,,,,,防衛省,14,,,,
1106,,,,,参拝,14,,,,
1107,,,,,日本政府,14,,,,
1108,,,,,容易,14,,,,
1109,,,,,二月,14,,,,
1110,,,,,公約,14,,,,
1111,,,,,経済大国,14,,,,
1112,,,,,処理,14,,,,
1113,,,,,工事,14,,,,
1114,,,,,本格,14,,,,
1115,,,,,長期,14,,,,
1116,,,,,留意,14,,,,
1117,,,,,抜本的,14,,,,
1118,,,,,公共,14,,,,
1119,,,,,省エネルギー,14,,,,
1120,,,,,表現,14,,,,
1121,,,,,独自,14,,,,
1122,,,,,事柄,14,,,,
1123,,,,,半年,14,,,,
1124,,,,,高齢,14,,,,
1125,,,,,一人一人,14,,,,
1126,,,,,注視,14,,,,
1127,,,,,明記,14,,,,
1128,,,,,公平,14,,,,
1129,,,,,不測,14,,,,
1130,,,,,飛行,14,,,,
1131,,,,,決議,14,,,,
1132,,,,,食の安全,14,,,,
1133,,,,,成功,14,,,,
1134,,,,,尊重,14,,,,
1135,,,,,創造,14,,,,
1136,,,,,片山,14,,,,
1137,,,,,時期,14,,,,
1138,,,,,一方的,14,,,,
1139,,,,,機運,14,,,,
1140,,,,,来年,14,,,,
1141,,,,,安保理,14,,,,
1142,,,,,健全,14,,,,
1143,,,,,自己,14,,,,
1144,,,,,是非,14,,,,
1145,,,,,昭和,14,,,,
1146,,,,,政府見解,14,,,,
1147,,,,,客観的,14,,,,
1148,,,,,コミットメント,14,,,,
1149,,,,,審議会,14,,,,
1150,,,,,打撃,14,,,,
1151,,,,,締約国,14,,,,
1152,,,,,発想,14,,,,
1153,,,,,候補者,13,,,,
1154,,,,,なんだろう,13,,,,
1155,,,,,第三者機関,13,,,,
1156,,,,,反動,13,,,,
1157,,,,,財務大臣,13,,,,
1158,,,,,パートナー,13,,,,
1159,,,,,外部,13,,,,
1160,,,,,大量破壊兵器,13,,,,
1161,,,,,関係者,13,,,,
1162,,,,,後方支援,13,,,,
1163,,,,,復興特別法人税,13,,,,
1164,,,,,経済界,13,,,,
1165,,,,,下請,13,,,,
1166,,,,,税金,13,,,,
1167,,,,,長年,13,,,,
1168,,,,,奨学金,13,,,,
1169,,,,,懇談,13,,,,
1170,,,,,みずから,13,,,,
1171,,,,,やじ,13,,,,
1172,,,,,妥結,13,,,,
1173,,,,,進め方,13,,,,
1174,,,,,インド,13,,,,
1175,,,,,東アジア,13,,,,
1176,,,,,人間,13,,,,
1177,,,,,エネルギー基本計画,13,,,,
1178,,,,,転換,13,,,,
1179,,,,,憲法審査会,13,,,,
1180,,,,,根幹,13,,,,
1181,,,,,厚生労働省,13,,,,
1182,,,,,職務,13,,,,
1183,,,,,終了,13,,,,
1184,,,,,最低賃金,13,,,,
1185,,,,,的確,13,,,,
1186,,,,,米国政府,13,,,,
1187,,,,,連絡,13,,,,
1188,,,,,中国側,13,,,,
1189,,,,,項目,13,,,,
1190,,,,,付加価値,13,,,,
1191,,,,,集積,13,,,,
1192,,,,,歓迎,13,,,,
1193,,,,,貧困,13,,,,
1194,,,,,恩恵,13,,,,
1195,,,,,日本銀行,13,,,,
1196,,,,,ちゅうちょ,13,,,,
1197,,,,,条文,13,,,,
1198,,,,,小売,13,,,,
1199,,,,,受け手,13,,,,
1200,,,,,合計,13,,,,
1201,,,,,試み,13,,,,
1202,,,,,訪日,13,,,,
1203,,,,,住まい,13,,,,
1204,,,,,教授,13,,,,
1205,,,,,自然災害,13,,,,
1206,,,,,ODA,13,,,,
1207,,,,,当事者,13,,,,
1208,,,,,戦闘行為,13,,,,
1209,,,,,幸せ,13,,,,
1210,,,,,構成,13,,,,
1211,,,,,五月,13,,,,
1212,,,,,指標,13,,,,
1213,,,,,である,13,,,,
1214,,,,,難民,13,,,,
1215,,,,,救命,13,,,,
1216,,,,,きょう,13,,,,
1217,,,,,民進党,13,,,,
1218,,,,,数値,13,,,,
1219,,,,,装備,13,,,,
1220,,,,,カット,13,,,,
1221,,,,,組織的犯罪,13,,,,
1222,,,,,共謀罪,13,,,,
1223,,,,,問い合わせ,13,,,,
1224,,,,,今治市,13,,,,
1225,,,,,夫人,13,,,,
1226,,,,,強靱,13,,,,
1227,,,,,地方議員,12,,,,
1228,,,,,交通,12,,,,
1229,,,,,戦略的互恵関係,12,,,,
1230,,,,,国際協調主義,12,,,,
1231,,,,,スピーチ,12,,,,
1232,,,,,プレゼンス,12,,,,
1233,,,,,一般会計,12,,,,
1234,,,,,新規,12,,,,
1235,,,,,官房長官,12,,,,
1236,,,,,赤字,12,,,,
1237,,,,,道筋,12,,,,
1238,,,,,底上げ,12,,,,
1239,,,,,法人税,12,,,,
1240,,,,,ファクト,12,,,,
1241,,,,,当該,12,,,,
1242,,,,,事件,12,,,,
1243,,,,,解除,12,,,,
1244,,,,,内閣府,12,,,,
1245,,,,,ドイツ,12,,,,
1246,,,,,弾薬,12,,,,
1247,,,,,以内,12,,,,
1248,,,,,均衡,12,,,,
1249,,,,,重視,12,,,,
1250,,,,,試算,12,,,,
1251,,,,,了解,12,,,,
1252,,,,,岡田,12,,,,
1253,,,,,海洋,12,,,,
1254,,,,,政権交代,12,,,,
1255,,,,,民主的,12,,,,
1256,,,,,裁判,12,,,,
1257,,,,,民主党,12,,,,
1258,,,,,一時,12,,,,
1259,,,,,三つ,12,,,,
1260,,,,,自由化,12,,,,
1261,,,,,聖域なき関税撤廃,12,,,,
1262,,,,,リード,12,,,,
1263,,,,,税制改正,12,,,,
1264,,,,,労働時間,12,,,,
1265,,,,,九月,12,,,,
1266,,,,,国内外,12,,,,
1267,,,,,向け,12,,,,
1268,,,,,禁止,12,,,,
1269,,,,,唯一,12,,,,
1270,,,,,草案,12,,,,
1271,,,,,国民投票,12,,,,
1272,,,,,実情,12,,,,
1273,,,,,地方自治体,12,,,,
1274,,,,,断行,12,,,,
1275,,,,,期限,12,,,,
1276,,,,,方向性,12,,,,
1277,,,,,真ん中,12,,,,
1278,,,,,前年度,12,,,,
1279,,,,,態度,12,,,,
1280,,,,,ビジネス,12,,,,
